V1	V2	V3	gene	DAY0_H3K27ac	DAY4_H3K27ac	DAY0_H3K4me1	DAY4_H3K4me1	DAY0_H3K4me3	DAY4_H3K4me3	H3K27ac_FC	H3K4me1_FC	H3K4me3_FC	RNA_FC	padj
chr15	25983366	25985366	Zfp622	4	8	5	10	15	16	2	2	1.06666666666667	1.19198664871441	0.000231688759418432
chr11	51618735	51620735	Nhp2	9	16	11	14	28	12	1.77777777777778	1.27272727272727	-2.33333333333333	1.18656286650519	1.25809277708843e-08
chr14	51883842	51885842	Mettl17	5	9	2	6	17	8	1.8	3	-2.125	-1.04484423642798	0.761193987367953
chr18	74778197	74780197	Acaa2	5	16	4	10	17	20	3.2	2.5	1.17647058823529	1.44253066192435	7.59864954834142e-14
chr12	55835324	55837324	Brms1l	2	13	4	9	14	13	6.5	2.25	-1.07692307692308	-1.18928499622157	1.69044855990349e-08
chr11	79992106	79994106	Suz12	7	17	4	3	14	14	2.42857142857143	-1.33333333333333	1	-1.18682958067456	1.36350563480035e-08
chr11	51966661	51968661	Cdkn2aipnl	11	11	10	15	14	9	1	1.5	-1.55555555555556	-1.34301034013454	1.39060672899618e-15
chr12	116280196	116282196	Esyt2	1	13	5	3	15	15	13	-1.66666666666667	1	1.07369041087891	0.00275873019844328
chr11	40732667	40734667	Nudcd2	9	17	6	10	17	17	1.88888888888889	1.66666666666667	1	1.55227851899132	9.44360867027588e-48
chr18	67932257	67934257	Ldlrad4	3	7	5	7	12	16	2.33333333333333	1.4	1.33333333333333	1.02343087503615	0.696325362832591
chr10	29312166	29314166	Echdc1	4	12	6	12	16	17	3	2	1.0625	1.12758755722881	6.69178152383476e-05
chr12	103433211	103435211	Ifi27	8	16	11	9	23	12	2	-1.22222222222222	-1.91666666666667	-1.39394046466297	1.07805470080462e-16
chr10	110744439	110746439	E2f7	3	15	10	10	20	23	5	1	1.15	-3.49911211697882	1.51583533685108e-54
chr15	89354719	89356719	Ncaph2	4	12	6	7	15	9	3	1.16666666666667	-1.66666666666667	1.15803954858299	8.2141831464133e-05
chr11	105125425	105127425	Mettl2	5	14	5	8	16	11	2.8	1.6	-1.45454545454545	-1.35247219811183	2.29198251294241e-10
chr10	72653845	72655845	Zwint	8	18	10	11	15	11	2.25	1.1	-1.36363636363636	-1.42322354991574	5.85477412062007e-35
chr11	72206547	72208547	Txndc17	7	14	9	9	14	12	2	1	-1.16666666666667	1.18738179124032	2.36270651879937e-09
chr10	111971664	111973664	Krr1	6	6	7	7	15	18	1	1	1.2	-1.08240580047833	0.00381809929862917
chr12	84315852	84317852	Zfp410	8	12	3	9	24	18	1.5	3	-1.33333333333333	1.00638792889115	0.915348327728831
chr15	76537832	76539832	Slc52a2	5	13	4	8	13	9	2.6	2	-1.44444444444444	-1.29420440903586	1.16997355085665e-07
chr11	65806175	65808175	Zkscan6	4	13	12	14	14	18	3.25	1.16666666666667	1.28571428571429	1.12736276256545	0.0729077416030353
chr10	105840067	105842067	Ccdc59	6	5	6	12	7	12	-1.2	2	1.71428571428571	1.15794508958441	6.63784958139811e-07
chr5	88564040	88566040	Rufy3	3	9	8	6	16	12	3	-1.33333333333333	-1.33333333333333	1.60682171523668	3.1034914054371e-14
chr4	80909646	80911646	Lurap1l	7	9	4	11	11	14	1.28571428571429	2.75	1.27272727272727	-3.05359738029137	3.0997205442009e-40
chr2	164459967	164461967	Dbndd2	9	9	12	9	15	11	1	-1.33333333333333	-1.36363636363636	4.99353424852568	4.22815370526406e-50
chr1	39533992	39535992	Cnot11	7	5	7	8	15	8	-1.4	1.14285714285714	-1.875	1.02854895411816	0.557306067210215
chr2	180069588	180071588	Mtg2	4	7	7	13	17	19	1.75	1.85714285714286	1.11764705882353	1.07891576962806	0.205948437508175
chr7	126974914	126976914	Cdipt	7	12	4	11	13	6	1.71428571428571	2.75	-2.16666666666667	1.04566889587703	0.261896740028348
chr11	67051670	67053670	Sco1	5	11	6	11	14	16	2.2	1.83333333333333	1.14285714285714	-1.15879203675345	0.00309816797590089
chr10	20951547	20953547	Ahi1	2	11	4	12	13	19	5.5	3	1.46153846153846	1.30322937716313	4.8474809956236e-16
chr11	6388074	6390074	Zmiz2	7	10	4	9	15	8	1.42857142857143	2.25	-1.875	-1.30156173337446	5.98373929519704e-12
chr5	24684532	24686532	Nub1	17	17	7	14	22	19	1	2	-1.15789473684211	1.02840106057569	0.463571176702639
chr11	72960169	72962169	Atp2a3	1	3	5	5	2	4	3	1	2	7.37426309420991	7.14161055842883e-80
chr3	83054522	83056522	Plrg1	4	15	3	5	17	19	3.75	1.66666666666667	1.11764705882353	1.2838126937991	3.54969256421867e-16
chr19	8756073	8758073	Nxf1	9	20	5	17	22	22	2.22222222222222	3.4	1	1.11207106907768	0.00150159533089973
chr11	101169523	101171523	Cntnap1	7	20	4	6	23	15	2.85714285714286	1.5	-1.53333333333333	1.35956028871507	7.06836112735152e-10
chr7	116503369	116505369	Nucb2	6	17	8	10	22	17	2.83333333333333	1.25	-1.29411764705882	1.71320450598479	6.87477771276905e-41
chr5	65536233	65538233	Ube2k	7	18	8	9	19	13	2.57142857142857	1.125	-1.46153846153846	-1.15136490965988	4.26631042376688e-05
chr8	121948750	121950750	Banp	7	16	10	13	11	14	2.28571428571429	1.3	1.27272727272727	1.0100523691276	0.8979181229474
chr1	162569515	162571515	Vamp4	6	14	6	4	17	23	2.33333333333333	-1.5	1.35294117647059	1.22613462033986	2.22286700968054e-07
chr10	24148302	24150302	Stx7	2	10	10	5	13	17	5	-2	1.30769230769231	1.00002621362952	0.999579737614933
chr2	74824803	74826803	Mtx2	7	17	10	7	24	13	2.42857142857143	-1.42857142857143	-1.84615384615385	-1.17212400640335	0.00665860996754363
chr9	44066021	44068021	Usp2	6	8	7	14	20	8	1.33333333333333	2	-2.5	-1.29991259452486	0.15167720804599
chr4	6364650	6366650	Sdcbp	7	14	6	15	23	20	2	2.5	-1.15	1.49774249581276	5.38457492852838e-61
chr7	49758115	49760115	Htatip2	9	7	7	9	23	13	-1.28571428571429	1.28571428571429	-1.76923076923077	1.3016879271494	4.76127016066082e-13
chr8	125011997	125013997	Tsnax	3	11	11	11	14	18	3.66666666666667	1	1.28571428571429	-1.08519095515436	3.53505970746649e-05
chr10	41518414	41520414	Cd164	5	13	3	6	12	18	2.6	2	1.5	1.73785299095041	1.8563689425588e-136
chr12	17689856	17691856	Hpcal1	2	4	5	9	10	11	2	1.8	1.1	1.07868093057153	0.0326284866248888
chr18	32814383	32816383	Tslp	5	9	6	9	13	9	1.8	1.5	-1.44444444444444	-1.79002027765097	0.0619612982933601
chr10	111472223	111474223	Nap1l1	5	10	8	7	17	12	2	-1.14285714285714	-1.41666666666667	1.10675594343152	8.00997314427485e-06
chr4	133239818	133241818	Map3k6	5	13	4	6	16	13	2.6	1.5	-1.23076923076923	-1.08379773286847	0.17801710413675
chr19	55315295	55317295	Vti1a	5	9	10	8	16	19	1.8	-1.25	1.1875	-1.08889563582989	0.010725998174352
chr4	43874530	43876530	Reck	2	10	9	12	12	17	5	1.33333333333333	1.41666666666667	2.12378494778276	6.52679573189492e-149
chr12	77237125	77239125	Fut8	6	7	5	4	11	13	1.16666666666667	-1.25	1.18181818181818	1.40180138831673	1.57144548800233e-26
chr11	69963779	69965779	Cldn7	4	10	3	4	5	7	2.5	1.33333333333333	1.4	2.87559904655677	0.537004575348639
chr1	182953788	182955788	Tlr5	10	12	11	18	12	9	1.2	1.63636363636364	-1.33333333333333	1.25465687203065	0.00347240524677104
chr17	35240746	35242746	Ddx39b	5	12	9	5	12	19	2.4	-1.8	1.58333333333333	-1.19348586180467	7.50898935443205e-34
chr6	121209696	121211696	Tuba8	8	6	4	6	10	3	-1.33333333333333	1.5	-3.33333333333333	-1.19914105360836	0.928173976358322
chr3	157533160	157535160	Zranb2	5	6	3	4	15	20	1.2	1.33333333333333	1.33333333333333	-1.33865100602543	8.84428289908117e-15
chr18	34407489	34409489	Pkd2l2	4	11	12	14	16	8	2.75	1.16666666666667	-2	-1.2977740791713	0.0371344657495089
chr16	92057322	92059322	Slc5a3	4	9	2	12	12	12	2.25	6	1	-1.03303264255758	0.683017390956314
chr11	85310244	85312244	Ppm1d	3	11	10	4	16	15	3.66666666666667	-2.5	-1.06666666666667	-1.06849089542747	0.148957892652207
chr2	5844019	5846019	Nudt5	10	15	6	11	26	16	1.5	1.83333333333333	-1.625	1.15331869205018	5.30962283765328e-06
chr17	56989305	56991305	Clpp	7	12	7	9	27	12	1.71428571428571	1.28571428571429	-2.25	-1.03406548740996	0.579868851621575
chr11	3982636	3984636	Gal3st1	4	11	10	6	2	5	2.75	-1.66666666666667	2.5	1.13872346153036	0.897342846792789
chr17	43800351	43802351	Rcan2	9	7	6	12	5	7	-1.28571428571429	2	1.4	1.31026375548628	0.885421780327467
chr17	78834567	78836567	Gpatch11	8	18	4	13	27	43	2.25	3.25	1.59259259259259	1.16499024396712	0.0631403783073571
chr3	94953075	94955075	Rfx5	3	16	4	12	21	18	5.33333333333333	3	-1.16666666666667	-1.34789752179444	4.21621889229004e-09
chr8	69821429	69823429	Lpar2	4	11	10	14	14	10	2.75	1.4	-1.4	3.20392169469334	1.10018896120903e-33
chr8	11726721	11728721	Arhgef7	1	5	4	1	3	1	5	-4	-3	-1.11521814455715	0.000490897139390254
chr16	8636674	8638674	Pmm2	5	15	5	9	23	15	3	1.8	-1.53333333333333	-1.05929724751534	0.236504361607449
chr7	44996648	44998648	Irf3	4	17	6	8	17	16	4.25	1.33333333333333	-1.0625	1.25966515840872	1.55576567106732e-08
chr6	125048689	125050689	Acrbp	4	7	4	4	2	2	1.75	1	1	1.17755978511297	0.250479695240851
chr15	85335245	85337245	Atxn10	4	12	9	8	17	5	3	-1.125	-3.4	-1.03519786143604	0.131777061587788
chr1	193152111	193154111	Irf6	7	4	3	2	3	3	-1.75	-1.5	1	1.86774130967552	0.617101694239922
chr11	78300529	78302529	Spag5	6	17	11	11	25	23	2.83333333333333	1	-1.08695652173913	-2.30874384801338	5.897435920677e-54
chr5	136082916	136084916	Rasa4	5	14	7	12	16	21	2.8	1.71428571428571	1.3125	1.33342714669931	6.55113713782984e-14
chr6	87886814	87888814	Copg1	11	23	12	14	13	13	2.09090909090909	1.16666666666667	1	1.54308247257769	1.39264665555849e-184
chr9	57235556	57237556	Trcg1	2	5	3	9	6	6	2.5	3	1	1.71444971140476	0.722841238044535
chr14	21480434	21482434	Kat6b	5	10	4	12	11	5	2	3	-2.2	-1.15672367034961	9.59453684542222e-06
chr4	123916446	123918446	Rragc	4	9	5	8	12	18	2.25	1.6	1.5	1.43876576278861	2.90094212524669e-39
chr5	145166213	145168213	Cpsf4	6	17	7	11	25	21	2.83333333333333	1.57142857142857	-1.19047619047619	-1.27412236135944	1.31916054331611e-07
chr11	70843778	70845778	Rabep1	9	14	3	10	26	10	1.55555555555556	3.33333333333333	-2.6	-1.00278471333253	0.931926367544726
chr14	54882441	54884441	Pabpn1	9	7	5	13	18	17	-1.28571428571429	2.6	-1.05882352941176	-1.18984029127491	3.15023937467825e-07
chr10	42501030	42503030	Snx3	10	15	4	7	10	11	1.5	1.75	1.1	-1.12490617036617	7.1520532448977e-05
chr9	118505267	118507267	Golga4	5	5	10	9	13	6	1	-1.11111111111111	-2.16666666666667	1.80613066398546	1.0193397861497e-33
chr17	56612416	56614416	Rpl36	6	16	1	18	19	19	2.66666666666667	18	1	1.03105850294913	0.576781336073371
chr17	33842091	33844091	Cd320	8	9	11	19	13	13	1.125	1.72727272727273	1	1.00335828291142	0.96732454433926
chr6	43264582	43266582	Arhgef5	6	11	8	9	13	16	1.83333333333333	1.125	1.23076923076923	1.16433907444782	0.0344601486531839
chr4	118427093	118429093	Elovl1	5	16	1	6	18	13	3.2	6	-1.38461538461538	1.21929167907923	6.92404820271059e-12
chr6	136505167	136507167	Atf7ip	4	14	12	11	6	8	3.5	-1.09090909090909	1.33333333333333	1.29898607376113	8.31685743425978e-13
chr19	36082716	36084716	Rpp30	6	14	6	10	17	15	2.33333333333333	1.66666666666667	-1.13333333333333	-1.15916622508137	0.00284321164867795
chr5	105875565	105877565	Zfp326	7	12	7	6	10	9	1.71428571428571	-1.16666666666667	-1.11111111111111	-1.37975707063477	7.8035716848387e-11
chr6	87777072	87779072	Gp9	4	10	8	7	9	7	2.5	-1.14285714285714	-1.28571428571429	2.16023838931095	0.749236179481422
chr9	109831749	109833749	Nme6	7	12	4	10	23	18	1.71428571428571	2.5	-1.27777777777778	-1.07316516333227	0.422189329629334
chr1	72582251	72584251	Smarcal1	4	16	6	9	15	13	4	1.5	-1.15384615384615	1.03209790808203	0.581747396144317
chr15	33082129	33084129	Cpq	7	15	7	15	14	10	2.14285714285714	2.14285714285714	-1.4	1.09390910427848	0.000632830484923928
chr4	128653702	128655702	Phc2	2	9	2	5	3	3	4.5	2.5	1	1.68825538546177	1.468676573184e-54
chr10	76467927	76469927	Mcm3ap	6	18	5	8	23	15	3	1.6	-1.53333333333333	-1.15035618318403	0.0465499613700492
chr19	17393043	17395043	Rfk	6	10	4	15	25	21	1.66666666666667	3.75	-1.19047619047619	1.10151963820503	0.0371513600820748
chr5	45668919	45670919	Ncapg	5	15	6	12	28	15	3	2	-1.86666666666667	-2.55519956327137	9.34847059426157e-75
chr17	37044966	37046966	Gabbr1	5	10	5	7	13	12	2	1.4	-1.08333333333333	1.05360568110704	0.575850005697242
chr11	58198618	58200618	Irgm2	6	11	5	10	19	15	1.83333333333333	2	-1.26666666666667	-2.32153545320915	2.17681321740819e-22
chr2	163993960	163995960	Ywhab	6	8	6	7	13	11	1.33333333333333	1.16666666666667	-1.18181818181818	-1.12709532368263	1.48943448080002e-08
chr5	88885818	88887818	Slc4a4	5	4	4	8	12	11	-1.25	2	-1.09090909090909	-2.34168562289198	0.545156352012127
chr11	101245028	101247028	Ramp2	2	11	3	9	13	13	5.5	3	1	-2.21026399718908	4.17541095888575e-14
chr1	174500825	174502825	Fmn2	4	3	3	1	4	3	-1.33333333333333	-3	-1.33333333333333	3.58411848987459	0.417084455185837
chr5	35040509	35042509	Hgfac	6	9	3	7	7	2	1.5	2.33333333333333	-3.5	1.17152539089094	0.84719975859078
chr19	3934186	3936186	Unc93b1	5	7	8	15	3	6	1.4	1.875	2	-1.74883035184842	0.375953284116642
chr8	107292470	107294470	Nfat5	6	16	5	11	19	10	2.66666666666667	2.2	-1.9	1.10774145800718	0.0968844099693827
chr12	21284525	21286525	Cpsf3	8	10	7	11	16	13	1.25	1.57142857142857	-1.23076923076923	-1.15593010823907	0.000202792279208899
chr11	67320658	67322658	Myh13	4	5	4	5	10	5	1.25	1.25	-2	-1.08608533005119	0.850643049004552
chr2	119324784	119326784	Dll4	2	2	8	13	17	15	1	1.625	-1.13333333333333	-1.56143013240755	0.728056895861261
chr13	21477907	21479907	Zkscan4	4	14	9	6	19	18	3.5	-1.5	-1.05555555555556	-1.32753899638007	0.0930638884848256
chr2	22773094	22775094	Apbb1ip	9	11	6	8	6	18	1.22222222222222	1.33333333333333	3	-2.37870343988506	3.50630505488534e-29
chr3	103574231	103576231	Syt6	5	5	1	3	2	2	1	3	1	14.2475275238649	0.0111778096280546
chr18	60910780	60912780	Arsi	5	7	4	10	1	3	1.4	2.5	3	4.24381287124739	0.45235242681792
chr18	61638542	61640542	Bvht	8	18	4	8	16	14	2.25	2	-1.14285714285714	-1.23705119683605	0.108597281595826
chr19	5297331	5299331	Gal3st3	7	8	6	9	4	9	1.14285714285714	1.5	2.25	1.87020857049269	0.174510151928249
chr1	177982423	177984423	Catspere2	8	13	5	10	15	16	1.625	2	1.06666666666667	1.49436446309698	0.690930232670275
chr2	175468985	175470985	Zfp973	7	14	7	11	22	17	2	1.57142857142857	-1.29411764705882	-1.01768075350006	0.832414772142285
chr3	96595636	96597636	Ankrd34a	2	7	7	12	13	10	3.5	1.71428571428571	-1.3	-1.075685242175	0.67651463293541
chr7	27856527	27858527	Zfp607a	3	13	5	6	10	8	4.33333333333333	1.2	-1.25	1.25799460396566	0.0168398476156116
chr7	66742504	66744504	Cers3	7	6	2	12	2	5	-1.16666666666667	6	2.5	2.26925933670048	0.204746370999237
chr12	81859023	81861023	Pcnx	2	12	4	6	12	10	6	1.5	-1.2	-1.39345147625409	0.00756528271365855
chr7	79272199	79274199	Abhd2	4	13	8	12	14	14	3.25	1.5	1	-1.46666499620533	7.06896533059009e-42
chr6	141248269	141250269	Pde3a	9	3	5	3	5	3	-3	-1.66666666666667	-1.66666666666667	-2.25311269167681	5.48583530286197e-16
chr9	18403418	18405418	Ubtfl1	9	14	8	14	12	13	1.55555555555556	1.75	1.08333333333333	-1.92316717596076	0.693506466890203
chr9	59679144	59681144	Gramd2	8	9	8	13	6	6	1.125	1.625	1	1.77621251244849	3.92379884498607e-30
chr15	99294087	99296087	Prpf40b	8	5	7	9	24	10	-1.6	1.28571428571429	-2.4	-1.48805605258222	4.02222308750463e-12
chr7	28391951	28393951	Paf1	5	11	7	14	24	10	2.2	2	-2.4	-1.05917946238787	0.270914935610141
chr7	30457315	30459315	Nphs1	3	9	2	3	3	2	3	1.5	-1.5	1.33214366585583	0.605188162959723
chr3	81035416	81037416	Pdgfc	4	12	6	7	20	13	3	1.16666666666667	-1.53846153846154	-1.25624898185433	3.41554690743448e-14
chr14	30713849	30715849	Sfmbt1	4	5	3	11	8	4	1.25	3.66666666666667	-2	-1.25021658336816	5.15541667321544e-05
chr11	117859752	117861752	Tmem235	6	6	5	6	4	3	1	1.2	-1.33333333333333	-7.0725121577724	0.19879428619788
chr12	104246905	104248905	Serpina3h	4	9	7	9	9	5	2.25	1.28571428571429	-1.8	-29.9354699537811	0.0016558877136237
chr8	95016692	95018692	Adgrg3	3	6	11	15	7	1	2	1.36363636363636	-7	-2.01969493985391	0.00613079352986668
chr19	37684581	37686581	Cyp26c1	6	8	3	8	5	5	1.33333333333333	2.66666666666667	1	1.09902171626302	0.889221982292492
chr7	24253794	24255794	Zfp108	15	15	12	14	31	20	1	1.16666666666667	-1.55	1.05183426741703	0.705109471635066
chr4	107208180	107210180	Ldlrad1	5	5	2	14	2	2	1	7	1	-5.24730477723376	0.302461180416881
chr9	88579891	88581891	Trim43a	9	8	11	9	10	10	-1.125	-1.22222222222222	1	2.09363964638332	0.3939537776575
chr5	112325358	112327358	Tfip11	7	12	9	12	14	17	1.71428571428571	1.33333333333333	1.21428571428571	-1.00949897576195	0.840824891545373
chr7	142433850	142435850	Syt8	4	15	11	15	7	5	3.75	1.36363636363636	-1.4	5.07927297485553	7.8005064235719e-07
chr3	142559026	142561026	Gbp3	7	7	3	8	19	10	1	2.66666666666667	-1.9	-1.34930462556813	0.403609619311409
chr2	90744370	90746370	Fnbp4	4	16	8	13	12	17	4	1.625	1.41666666666667	-1.12418992313298	0.0237614981320182
chr7	27485910	27487910	Sertad1	5	20	5	10	22	17	4	2	-1.29411764705882	1.03181556725344	0.538798336763921
chr11	67965193	67967193	Stx8	9	10	3	7	19	14	1.11111111111111	2.33333333333333	-1.35714285714286	1.27759128145149	3.77675375935127e-05
chr1	63175825	63177825	Eef1b2	4	18	2	5	11	14	4.5	2.5	1.27272727272727	1.22314099212314	3.26023552458317e-08
chr5	144243437	144245437	Bri3	10	10	10	12	6	8	1	1.2	1.33333333333333	1.43950669111088	2.81334120484866e-16
chr17	8281904	8283904	Mpc1	3	11	7	10	17	18	3.66666666666667	1.42857142857143	1.05882352941176	1.02962813020554	0.366471390251622
chr15	44618175	44620175	Ebag9	5	12	8	13	19	15	2.4	1.625	-1.26666666666667	1.10981621330987	0.0201142743763669
chr11	78535361	78537361	Ift20	7	16	2	11	14	14	2.28571428571429	5.5	1	2.42451657516355	9.71936967172618e-216
chr17	34603262	34605262	Agpat1	6	9	5	11	25	16	1.5	2.2	-1.5625	-1.10584493086772	0.000403154292206163
chr11	73018008	73020008	Camkk1	11	5	9	12	17	17	-2.2	1.33333333333333	1	1.44250870681585	5.78771380617065e-11
chr1	59683971	59685971	Nop58	9	11	7	9	17	25	1.22222222222222	1.28571428571429	1.47058823529412	-1.31654677088277	1.90905556844618e-18
chr3	54754582	54756582	Smad9	2	8	6	10	20	15	4	1.66666666666667	-1.33333333333333	-1.08845884048542	0.318412176775575
chr1	171502478	171504478	Alyref2	13	17	5	12	21	16	1.30769230769231	2.4	-1.3125	2.10473165365799	6.54989842518952e-27
chr7	101316086	101318086	Stard10	6	7	7	11	12	5	1.16666666666667	1.57142857142857	-2.4	1.02099632871584	0.896136617398927
chr9	107541226	107543226	Nprl2	8	13	11	15	24	16	1.625	1.36363636363636	-1.5	1.36419634138093	3.33746212553334e-07
chr4	155811489	155813489	Ccnl2	3	14	6	3	13	13	4.66666666666667	-2	1	1.5184045913862	1.43464890634609e-29
chr5	92136938	92138938	Uso1	4	7	3	8	21	15	1.75	2.66666666666667	-1.4	2.12939950450207	0
chr17	43666425	43668425	Cyp39a1	4	17	9	13	29	22	4.25	1.44444444444444	-1.31818181818182	-1.62167170692445	9.19708799641044e-22
chr17	46160032	46162032	Gtpbp2	5	21	6	13	15	21	4.2	2.16666666666667	1.4	1.5363690088643	7.32792670329858e-30
chr18	42510487	42512487	Tcerg1	4	8	3	4	16	15	2	1.33333333333333	-1.06666666666667	-1.3229492685568	2.18568632029216e-34
chr2	22894522	22896522	Pdss1	2	16	3	7	24	17	8	2.33333333333333	-1.41176470588235	-1.84262853917855	2.11869365006253e-12
chr2	30056378	30058378	Set	6	13	8	14	10	7	2.16666666666667	1.75	-1.42857142857143	-1.77914899190998	7.56928619881868e-65
chr5	124724085	124726085	Dnah10	3	5	3	3	5	5	1.66666666666667	1	1	-4.17579538672216	0.0179447569914434
chr11	6657521	6659521	Ramp3	2	3	2	6	3	6	1.5	3	2	3.25826898593641	0.323042663189525
chr19	12426905	12428905	Pfpl	5	16	7	15	8	8	3.2	2.14285714285714	1	51.4540978753111	8.24113466936291e-07
chr6	66534390	66536390	Mad2l1	5	11	11	12	20	16	2.2	1.09090909090909	-1.25	-2.41910256243093	4.52664624032696e-130
chr6	83793982	83795982	Nagk	3	21	9	11	13	19	7	1.22222222222222	1.46153846153846	1.43762613216087	3.87930166110114e-18
chr2	28191992	28193992	Olfm1	4	4	2	5	4	8	1	2.5	2	-1.52804093834456	4.16588596482211e-32
chr7	30492622	30494622	Prodh2	6	3	1	4	7	6	-2	4	-1.16666666666667	2.14558842136142	0.727211972850666
chr2	173019498	173021498	Rbm38	3	9	8	18	12	3	3	2.25	-4	-1.21208348171069	0.102409909275766
chr13	24830679	24832679	Tdp2	9	6	6	10	23	7	-1.5	1.66666666666667	-3.28571428571429	-1.05646664543002	0.275859975307274
chr4	123232556	123234556	Heyl	4	3	2	5	2	1	-1.33333333333333	2.5	-2	1.24448274109232	0.726068408934372
chr3	95624011	95626011	Ensa	7	20	10	11	17	15	2.85714285714286	1.1	-1.13333333333333	1.05328589864046	0.0252192279812238
chr1	143776272	143778272	Uchl5	2	9	5	2	21	18	4.5	-2.5	-1.16666666666667	-1.10652578196605	0.0210426142248015
chr7	130935111	130937111	Htra1	6	13	8	9	5	12	2.16666666666667	1.125	2.4	-1.24378413380451	1.20116859762704e-09
chr10	80601872	80603872	Scamp4	4	15	6	8	16	14	3.75	1.33333333333333	-1.14285714285714	1.20711926777513	7.94913534281787e-08
chr11	3287874	3289874	Patz1	3	12	6	7	18	13	4	1.16666666666667	-1.38461538461538	-1.11221914006076	0.0130218106731211
chr12	116046724	116048724	Zfp386	7	10	4	10	22	16	1.42857142857143	2.5	-1.375	1.12802395318345	0.0145238708703797
chr6	28426789	28428789	Fscn3	4	8	6	15	8	6	2	2.5	-1.33333333333333	1.31026426035466	0.854420281570208
chr3	138741195	138743195	Tspan5	7	7	5	9	13	12	1	1.8	-1.08333333333333	-1.08035388873114	0.277444937656743
chr4	33030416	33032416	Ube2j1	6	19	7	7	27	25	3.16666666666667	1	-1.08	1.02486948980286	0.258505888111002
chr8	22226313	22228313	Thsd1	6	3	5	5	7	4	-2	1	-1.75	1.05015738623962	0.852564007220633
chr14	29977337	29979337	Actr8	8	11	8	9	13	17	1.375	1.125	1.30769230769231	1.42234269003719	1.86659772454603e-15
chr11	120483613	120485613	Mrpl12	3	12	10	12	22	16	4	1.2	-1.375	1.10038721557676	0.0039396700863584
chr9	107550555	107552555	Rassf1	6	14	5	7	17	13	2.33333333333333	1.4	-1.30769230769231	1.23102446405353	1.7752065256169e-09
chr14	45350093	45352093	Styx	5	10	5	6	13	11	2	1.2	-1.18181818181818	-1.0350894504352	0.668442326983515
chr9	56993923	56995923	Ptpn9	5	14	5	5	14	11	2.8	1	-1.27272727272727	-1.40109761770133	9.16205642109038e-43
chr17	34643764	34645764	Fkbpl	8	15	13	20	13	13	1.875	1.53846153846154	1	-1.04534007103396	0.77976319091844
chr4	123903832	123905832	Mycbp	7	14	7	10	18	15	2	1.42857142857143	-1.2	1.21847645757102	0.0263969809426888
chr11	69912888	69914888	Gps2	6	9	8	8	10	8	1.5	1	-1.25	1.11321938863101	0.0105230234926318
chr6	72413308	72415308	Ggcx	9	14	9	14	23	12	1.55555555555556	1.55555555555556	-1.91666666666667	1.90209618595028	5.887500800328e-92
