chr	promoter_starts	promoter_ends	gene	DAY0_H3K27ac	DAY4_H3K27ac	DAY0_H3K4me3	DAY4_H3K4me3	H3K27ac_FC	H3K4me3_FC	fragMEAN	log2FoldChange	padj
chr6	25808246	25810246	Pot1a	54	44	45	76	-1.22727272727273	1.68888888888889	54.75	-0.178374872041677	0.0704747804925721
chr11	102229150	102231150	Mir8101	49	38	64	68	-1.28947368421053	1.0625	54.75	NA	NA
chr15	76350111	76352111	Sharpin	54	29	77	59	-1.86206896551724	-1.30508474576271	54.75	-0.508629591714001	1.2933105396514e-05
chr17	31657892	31659892	U2af1	68	42	61	48	-1.61904761904762	-1.27083333333333	54.75	-0.559650976868794	2.75322363559061e-37
chr10	80741264	80743264	Ap3d1	57	56	51	55	-1.01785714285714	1.07843137254902	54.75	0.479206332845203	5.80877120278211e-59
chr6	120821793	120823793	Atp6v1e1	58	31	58	72	-1.87096774193548	1.24137931034483	54.75	0.723955482516621	1.38717201384641e-104
chr2	125858139	125860139	Cops2	43	35	64	77	-1.22857142857143	1.203125	54.75	0.121193755011758	0.00587853583141808
chr3	115714072	115716072	S1pr1	67	30	65	57	-2.23333333333333	-1.14035087719298	54.75	0.218778253947319	1.65788667467866e-09
chr1	179545267	179547267	Tfb2m	42	44	67	66	1.04761904761905	-1.01515151515152	54.75	0.04245009459794	0.472701902625531
chr19	5117560	5119560	Klc2	46	38	86	49	-1.21052631578947	-1.75510204081633	54.75	0.335377037086435	0.000939412175861648
chr3	88502337	88504337	Lmna	94	48	43	34	-1.95833333333333	-1.26470588235294	54.75	-0.00863843486187317	0.814719924583717
chr7	143548106	143550106	Nap1l4	62	30	78	49	-2.06666666666667	-1.59183673469388	54.75	-0.243351726430193	1.42131872345431e-12
chr5	123748414	123750414	Rsrc2	45	35	56	83	-1.28571428571429	1.48214285714286	54.75	0.24321678139034	1.60041822404455e-05
chr5	45856615	45858615	Lcorl	57	42	66	54	-1.35714285714286	-1.22222222222222	54.75	0.223831946114675	0.0124946089401996
chr3	53462332	53464332	Nhlrc3	58	38	69	54	-1.52631578947368	-1.27777777777778	54.75	0.00910332965932412	0.948321917391458
chr9	85326348	85328348	Tent5a	62	36	57	64	-1.72222222222222	1.12280701754386	54.75	2.19521440358499	0
chr7	19270817	19272817	Vasp	63	32	62	62	-1.96875	0	54.75	-0.0771858238871693	0.0357042684958672
chr2	122701663	122703663	Slc30a4	47	42	58	72	-1.11904761904762	1.24137931034483	54.75	0.234181384198569	5.83199945701197e-10
chr5	23843161	23845161	Tomm7	58	38	57	66	-1.52631578947368	1.15789473684211	54.75	-0.0261016308620456	0.766768248386245
chr11	30953335	30955335	Erlec1	55	34	68	62	-1.61764705882353	-1.09677419354839	54.75	0.879434550043591	4.02783842000228e-89
chr13	104177469	104179469	Trappc13	36	39	73	71	1.08333333333333	-1.02816901408451	54.75	0.0482744629722583	0.553490885685719
chr17	71525857	71527857	Ndc80	63	36	64	56	-1.75	-1.14285714285714	54.75	-1.21054865111631	4.96561163216559e-97
chr6	50455201	50457201	Osbpl3	52	32	79	56	-1.625	-1.41071428571429	54.75	-0.356535279064653	2.66995663108661e-12
chr6	87671193	87673193	Aplf	32	41	77	69	1.28125	-1.11594202898551	54.75	-0.363560965183152	2.14599271931277e-06
chr2	75937585	75939585	Ttc30b	48	38	59	74	-1.26315789473684	1.25423728813559	54.75	-0.246703531656905	0.0026695620322759
chr5	8996324	8998324	Crot	61	36	61	61	-1.69444444444444	0	54.75	0.159097035197674	6.92250596213411e-05
chr5	144964847	144966847	Smurf1	81	27	64	47	-3	-1.36170212765957	54.75	-0.612170321749446	1.74955972714961e-50
chr17	94749019	94751019	Mettl4	48	27	66	78	-1.77777777777778	1.18181818181818	54.75	0.0762097986638931	0.413046528170769
chr11	73198042	73200042	Ctns	39	24	94	62	-1.625	-1.51612903225806	54.75	0.838248087987279	8.595054813912e-30
chr3	122983510	122985510	Usp53	50	31	72	66	-1.61290322580645	-1.09090909090909	54.75	0.553729484356773	6.63495407153772e-08
chr10	80601880	80603880	Adat3	64	43	56	55	-1.48837209302326	-1.01818181818182	54.5	0.409977252531354	0.0378103892577206
chr13	100650343	100652343	Taf9	59	45	69	45	-1.31111111111111	-1.53333333333333	54.5	-0.544160872566751	0.000310625753182683
chr10	79668369	79670369	Tpgs1	63	37	64	54	-1.7027027027027	-1.18518518518519	54.5	0.199384459889443	0.00684187091316663
chr14	50923968	50925968	Apex1	44	29	69	76	-1.51724137931034	1.10144927536232	54.5	-0.238239818365563	8.09798990632192e-05
chr1	64531645	64533645	Creb1	68	36	69	45	-1.88888888888889	-1.53333333333333	54.5	0.0874997916748644	0.15714183960379
chr2	10079593	10081593	Kin	39	32	74	73	-1.21875	-1.01369863013699	54.5	-0.136186815883134	0.0889537148157234
chr14	19750265	19752265	Nid2	68	35	63	52	-1.94285714285714	-1.21153846153846	54.5	-1.81376394827781	0
chr2	154790096	154792096	Raly	63	32	66	57	-1.96875	-1.15789473684211	54.5	-0.555884247480928	2.61790455449507e-103
chr3	104637668	104639668	Slc16a1	42	30	82	64	-1.4	-1.28125	54.5	-0.138391281627211	0.0395807616839833
chr15	44427042	44429042	Eny2	45	33	77	63	-1.36363636363636	-1.22222222222222	54.5	0.340657248132564	4.50071341622443e-07
chr1	128102301	128104301	R3hdm1	50	35	79	54	-1.42857142857143	-1.46296296296296	54.5	-0.237037075215426	1.78488784579427e-05
chr8	71609998	71611998	Colgalt1	56	45	70	47	-1.24444444444444	-1.48936170212766	54.5	0.603898469770772	7.08475617663073e-79
chr19	6060192	6062192	Znhit2	59	35	68	56	-1.68571428571429	-1.21428571428571	54.5	-0.0366877113147754	0.662330999690543
chr1	138962435	138964435	Dennd1b	50	35	75	58	-1.42857142857143	-1.29310344827586	54.5	-0.0655631698735739	0.499254816103342
chr15	25983366	25985366	Zfp622	46	41	75	56	-1.1219512195122	-1.33928571428571	54.5	0.25336807645327	0.000231688759418432
chr10	80601872	80603872	Scamp4	64	43	56	55	-1.48837209302326	-1.01818181818182	54.5	0.271568226653843	7.94913534281787e-08
chr11	88203388	88205388	Mrps23	50	28	66	74	-1.78571428571429	1.12121212121212	54.5	0.348022542411315	9.80004839291279e-05
chr15	58888298	58890298	Ndufb9	66	36	56	60	-1.83333333333333	1.07142857142857	54.5	0.088172028279329	0.0628850151323876
chr5	64969071	64971071	Fam114a1	47	37	59	75	-1.27027027027027	1.27118644067797	54.5	0.946264727480152	1.47500863209273e-177
chr17	66110545	66112545	Washc1	69	43	51	55	-1.6046511627907	1.07843137254902	54.5	0.370973963451301	5.86529495423208e-14
chr7	45153303	45155303	Pih1d1	81	35	45	57	-2.31428571428571	1.26666666666667	54.5	0.00593712522486036	0.949631598168688
chr3	69003738	69005738	Smc4	59	51	51	57	-1.15686274509804	1.11764705882353	54.5	-0.79401722601667	1.69918657698621e-45
chr6	31397773	31399773	Mkln1os	63	31	68	56	-2.03225806451613	-1.21428571428571	54.5	1.21072811841417	0.0121865761045231
chr17	56717022	56719022	Vmac	40	35	70	73	-1.14285714285714	1.04285714285714	54.5	-0.213609937635383	0.000991325498841256
chr5	4757035	4759035	Fzd1	52	47	54	65	-1.1063829787234	1.2037037037037	54.5	-0.24463810510997	0.000222410538532048
chr11	102229166	102231166	Hdac5	49	38	63	68	-1.28947368421053	1.07936507936508	54.5	0.619839221526621	1.09960536395506e-41
chr6	52212339	52214339	Hoxa2	56	38	62	62	-1.47368421052632	0	54.5	-0.613661375203972	0.00886769418958376
chr6	52212336	52214336	Hoxa3	56	38	62	62	-1.47368421052632	0	54.5	-0.0986754226941333	0.617947937637401
chr8	84661854	84663854	Ier2	62	47	50	59	-1.31914893617021	1.18	54.5	0.619701198640713	4.16547225620384e-22
chr6	136874823	136876823	Mgp	75	52	44	47	-1.44230769230769	1.06818181818182	54.5	-1.79700294741981	9.2975482444734e-248
chr5	38158907	38160907	Nsg1	68	47	52	51	-1.4468085106383	-1.01960784313725	54.5	-1.2402644755267	4.46842051528743e-147
chr17	26561128	26563128	Dusp1	51	40	79	48	-1.275	-1.64583333333333	54.5	0.252334727130224	0.0941372698430463
chr17	56217905	56219905	Dpp9	74	34	71	39	-2.17647058823529	-1.82051282051282	54.5	-0.259698296458903	7.65403272269427e-09
chr6	149187712	149189712	Amn1	57	39	69	53	-1.46153846153846	-1.30188679245283	54.5	0.549465951107934	2.15186745624011e-10
chr9	44919742	44921742	Atp5l	78	45	50	45	-1.73333333333333	-1.11111111111111	54.5	0.344611152837897	8.42290818792683e-12
chr6	72344184	72346184	Usp39	61	35	73	49	-1.74285714285714	-1.48979591836735	54.5	-0.313330468839188	5.33113800572278e-13
chr8	109607673	109609673	Dhodh	47	41	71	59	-1.14634146341463	-1.20338983050847	54.5	-0.27906908934173	0.00232888939075502
chr6	92183033	92185033	Mrps25	35	35	80	68	0	-1.17647058823529	54.5	-0.27687881478534	8.9884212506174e-07
chr2	120849128	120851128	Cdan1	31	32	75	80	1.03225806451613	1.06666666666667	54.5	0.0854244875142903	0.587128376791014
chr11	4593863	4595863	Mtmr3	61	40	64	53	-1.525	-1.20754716981132	54.5	0.147998983737599	0.00153047224538946
chr9	13826107	13828107	Cep57	50	30	78	60	-1.66666666666667	-1.3	54.5	-0.279450972920467	0.00935761714994888
chr8	70526956	70528956	Kxd1	49	41	50	78	-1.19512195121951	1.56	54.5	-0.146434988773243	0.054203800736767
chr3	138142448	138144448	Trmt10a	57	48	52	60	-1.1875	1.15384615384615	54.25	0.111253819469868	0.266209834474495
chr2	125246190	125248190	Dut	69	35	67	46	-1.97142857142857	-1.45652173913043	54.25	-1.48209915655633	3.22461896281599e-104
chr17	35048966	35050966	Clic1	68	47	47	55	-1.4468085106383	1.17021276595745	54.25	0.432989355747766	2.29387015067626e-49
chr14	21051574	21053574	Adk	51	45	79	42	-1.13333333333333	-1.88095238095238	54.25	0.064995967966897	0.279611801520015
chr6	34475207	34477207	Bpgm	40	32	74	71	-1.25	-1.04225352112676	54.25	0.48266430042708	2.80378788544183e-10
chr2	167931057	167933057	Ptpn1	62	42	59	54	-1.47619047619048	-1.09259259259259	54.25	0.260069618017599	0.00183782159170629
chr15	62036986	62038986	Pvt1	51	39	67	60	-1.30769230769231	-1.11666666666667	54.25	-0.0166500859806476	0.851947732859384
chr5	31525995	31527995	Slc4a1ap	53	35	59	70	-1.51428571428571	1.1864406779661	54.25	-0.027650649051253	0.787324432131399
chr16	43888800	43890800	Ccdc191	33	36	76	72	1.09090909090909	-1.05555555555556	54.25	-0.00221002620783586	0.986814112106407
chr1	4856814	4858814	Tcea1	61	41	58	57	-1.48780487804878	-1.01754385964912	54.25	-0.00398060319638325	0.933905949895271
chr14	75844093	75846093	Tpt1	57	46	64	50	-1.23913043478261	-1.28	54.25	0.558534102666842	5.66130029806692e-29
chr1	105989406	105991406	Zcchc2	62	25	68	62	-2.48	-1.09677419354839	54.25	-0.478869665433214	8.29922474273915e-10
chr6	142344654	142346654	Pyroxd1	50	39	67	61	-1.28205128205128	-1.09836065573771	54.25	0.0548775600885263	0.625532146615287
chr17	35516100	35518100	Cchcr1	42	37	87	51	-1.13513513513514	-1.70588235294118	54.25	-0.416957510505297	6.32346069576775e-09
chr3	132683144	132685144	Tbck	70	35	61	51	-2	-1.19607843137255	54.25	-0.37317835845603	1.85182236826312e-08
chr6	126938962	126940962	D6Wsu163e	50	35	60	72	-1.42857142857143	1.2	54.25	0.533137261354393	1.25868418393667e-07
chr4	118427093	118429093	Elovl1	42	43	75	57	1.02380952380952	-1.31578947368421	54.25	0.286043288898847	6.92404820271059e-12
chr8	105854132	105856132	Thap11	70	43	56	48	-1.62790697674419	-1.16666666666667	54.25	0.119883388219584	0.0241620785511909
chr15	5184525	5186525	Ttc33	50	38	80	49	-1.31578947368421	-1.63265306122449	54.25	0.372104515604359	1.37102484820364e-07
chr5	31053780	31055780	Cad	52	36	70	59	-1.44444444444444	-1.1864406779661	54.25	0.0450935377152524	0.643393960058858
chr19	4877668	4879668	Zdhhc24	50	35	71	61	-1.42857142857143	-1.16393442622951	54.25	0.358124628433768	5.09834047091401e-07
chr2	180588245	180590245	Ogfr	41	38	72	66	-1.07894736842105	-1.09090909090909	54.25	-0.198997403231092	3.74677746439331e-07
chr11	44517964	44519964	Rnf145	41	42	62	72	1.02439024390244	1.16129032258065	54.25	-0.00245455534891186	0.959998863970133
chr8	124020397	124022397	Taf5l	54	26	70	67	-2.07692307692308	-1.04477611940298	54.25	-0.074430210556892	0.306114843313495
chr12	31498616	31500616	Cbll1	53	29	77	58	-1.82758620689655	-1.32758620689655	54.25	-0.0877414418611646	0.381562192881292
chr17	24695156	24697156	Gfer	66	35	65	51	-1.88571428571429	-1.27450980392157	54.25	-0.108091879284965	0.120832144427101
chr1	131526352	131528352	Srgap2	57	37	69	54	-1.54054054054054	-1.27777777777778	54.25	0.491465317497407	1.48913602903678e-28
chr1	21078229	21080229	Tram2	62	49	54	52	-1.26530612244898	-1.03846153846154	54.25	0.336809260394525	1.2964930949992e-12
chr19	45748591	45750591	Npm3	58	35	66	58	-1.65714285714286	-1.13793103448276	54.25	-0.287923544008663	2.24731809706918e-08
chr4	129741303	129743303	Khdrbs1	64	34	77	42	-1.88235294117647	-1.83333333333333	54.25	-0.375056694381099	3.7787769421987e-37
chr11	30267169	30269169	Sptbn1	50	29	71	67	-1.72413793103448	-1.05970149253731	54.25	-0.219427129173975	1.1225629310523e-10
chr17	46704111	46706111	Ppp2r5d	49	38	63	67	-1.28947368421053	1.06349206349206	54.25	-0.457365119184979	1.24480424621549e-42
chr17	78417152	78419152	Fez2	56	38	70	53	-1.47368421052632	-1.32075471698113	54.25	-0.272859378360691	2.09474402229736e-06
chr8	123948265	123950265	Nup133	50	31	77	59	-1.61290322580645	-1.30508474576271	54.25	-0.353291526975464	3.34331048688131e-09
chr7	28740820	28742820	Mrps12	52	44	66	55	-1.18181818181818	-1.2	54.25	0.119418792576674	0.0798761650221268
chr2	155073497	155075497	Ahcy	39	36	79	63	-1.08333333333333	-1.25396825396825	54.25	-0.756859116919211	1.90260189571223e-66
chr5	36695024	36697024	D5Ertd579e	50	41	76	50	-1.21951219512195	-1.52	54.25	-0.321312598462845	1.19687196532673e-16
chr12	55301998	55303998	Ppp2r3c	55	39	55	68	-1.41025641025641	1.23636363636364	54.25	0.330421869239591	1.68131006113689e-06
chr18	24019810	24021810	Zfp24	61	38	64	54	-1.60526315789474	-1.18518518518519	54.25	0.310552885101061	1.76919270638273e-05
chr2	157278549	157280549	Mroh8	52	36	62	67	-1.44444444444444	1.08064516129032	54.25	0.740486886337744	0.299591763680217
chr11	67051594	67053594	Adprm	45	28	63	81	-1.60714285714286	1.28571428571429	54.25	0.159265841226357	0.0322909213349016
chr2	39004624	39006624	Rpl35	51	23	72	71	-2.21739130434783	-1.01408450704225	54.25	0.178301411534544	0.0357151906835075
chr2	154891935	154893935	Eif2s2	47	33	71	66	-1.42424242424242	-1.07575757575758	54.25	0.229245541917441	0.000478807104879913
chr6	115994005	115996005	Plxnd1	65	31	66	55	-2.09677419354839	-1.2	54.25	-0.346592208467991	0.000113317415084522
chr11	76178647	76180647	Vps53	37	30	76	74	-1.23333333333333	-1.02702702702703	54.25	-0.00735611366568627	0.904429239298764
chr19	10555238	10557238	Tmem216	53	30	63	71	-1.76666666666667	1.12698412698413	54.25	-0.535409395937091	2.14276764682551e-05
chr12	112828423	112830423	Cdca4	47	57	60	53	1.21276595744681	-1.13207547169811	54.25	-0.571386437468816	1.73611943187942e-32
chr17	14960273	14962273	Phf10	67	23	59	68	-2.91304347826087	1.15254237288136	54.25	0.314934964090535	1.8324241430319e-05
chr2	94405689	94407689	Ttc17	42	41	63	71	-1.02439024390244	1.12698412698413	54.25	0.269858271292649	5.9306937616142e-07
chr8	81013928	81015928	Usp38	44	38	83	52	-1.15789473684211	-1.59615384615385	54.25	0.0473583887735763	0.386420246664426
chr11	44469498	44471498	Ublcp1	53	38	60	66	-1.39473684210526	1.1	54.25	0.237651020749224	0.00165158412085538
chr11	106499993	106501993	Snord104	77	61	37	41	-1.26229508196721	1.10810810810811	54	NA	NA
chr2	131908957	131910957	Prn	38	43	69	66	1.13157894736842	-1.04545454545455	54	-0.682319526977985	0.858246291416242
chr1	33907225	33909225	Dst	50	36	67	63	-1.38888888888889	-1.06349206349206	54	0.531139754894385	1.60887202833306e-26
chr4	109675588	109677588	Faf1	50	46	64	56	-1.08695652173913	-1.14285714285714	54	-0.170751225117134	0.0805359190684533
chr5	34760740	34762740	Htt	52	34	78	52	-1.52941176470588	-1.5	54	-0.0794192764862329	0.161958465131397
chr6	113470427	113472427	Il17rc	67	46	56	47	-1.45652173913043	-1.19148936170213	54	-0.641160010582593	9.27967863574144e-24
chr19	6333979	6335979	Men1	65	57	59	35	-1.14035087719298	-1.68571428571429	54	-0.0846881084651914	0.0632605508052972
chr2	165991636	165993636	Ncoa3	50	29	62	75	-1.72413793103448	1.20967741935484	54	0.0488967408115645	0.540825937720229
chr2	157278017	157280017	Rpn2	49	36	69	62	-1.36111111111111	-1.11290322580645	54	0.0577592446761576	0.0251426550543412
chr10	77605097	77607097	Sumo3	62	45	61	48	-1.37777777777778	-1.27083333333333	54	-0.0796730909516268	0.10046786812056
chr1	132476365	132478365	Rbbp5	57	35	62	62	-1.62857142857143	0	54	-0.198520748400129	0.000255139505763413
chr10	78573346	78575346	Ilvbl	46	59	50	61	1.28260869565217	1.22	54	-0.0849426203767402	0.493919416483976
chr5	30887694	30889694	Agbl5	49	36	75	56	-1.36111111111111	-1.33928571428571	54	-0.967168910695536	1.07228399432069e-06
chr12	31653869	31655869	Cog5	35	31	65	85	-1.12903225806452	1.30769230769231	54	0.398372081353808	2.12090796250529e-14
chr6	48601063	48603063	Zfp775	43	47	72	54	1.09302325581395	-1.33333333333333	54	-0.0962658119588847	0.598154703385302
chr17	46160032	46162032	Gtpbp2	46	36	76	58	-1.27777777777778	-1.31034482758621	54	0.619524767700228	7.32792670329858e-30
chr11	76405952	76407952	Timm22	49	49	62	56	0	-1.10714285714286	54	-0.0712226133139282	0.543717927636593
chr1	58444151	58446151	Nif3l1	42	45	63	66	1.07142857142857	1.04761904761905	54	0.295901944649401	2.90204491683632e-05
chr5	146947657	146949657	Gtf3a	53	36	76	51	-1.47222222222222	-1.49019607843137	54	-0.256516009558484	8.65739689985784e-07
chr3	121290773	121292773	Alg14	52	43	54	67	-1.2093023255814	1.24074074074074	54	0.247567822264098	6.02954625114541e-05
chr18	68299355	68301355	Rnmt	41	40	78	57	-1.025	-1.36842105263158	54	0.715570890412851	6.47949333714514e-37
chr17	56716767	56718767	Ndufa11	40	34	66	76	-1.17647058823529	1.15151515151515	54	0.000447052084811298	0.994957005762025
chr5	15679710	15681710	Speer4cos	71	53	46	46	-1.33962264150943	0	54	NA	NA
chr2	127586222	127588222	Mrps5	57	46	63	50	-1.23913043478261	-1.26	54	-0.402872312307195	0.000199834834727555
chr8	8689162	8691162	Mir7654	60	35	67	54	-1.71428571428571	-1.24074074074074	54	NA	NA
chr1	51477425	51479425	Nabp1	63	38	60	55	-1.65789473684211	-1.09090909090909	54	-1.95773016754527	8.2550962370839e-148
chr2	155591810	155593810	Gss	62	42	58	54	-1.47619047619048	-1.07407407407407	54	0.418977619673919	7.24425467594209e-12
chr4	95051222	95053222	Jun	76	42	44	54	-1.80952380952381	1.22727272727273	54	-0.456717917168452	5.43393529017751e-12
chr4	41754399	41756399	Sigmar1	50	34	65	67	-1.47058823529412	1.03076923076923	54	-0.20360752556389	0.000185523072432143
chr2	26901879	26903879	Surf6	46	41	58	71	-1.1219512195122	1.22413793103448	54	-0.173886827193205	0.00198688722414415
chr1	135283084	135285084	Rnpep	81	33	58	44	-2.45454545454545	-1.31818181818182	54	0.0686568168635416	0.122088656971147
chr6	148895237	148897237	Caprin2	37	37	83	59	0	-1.40677966101695	54	0.0870742529937051	0.361371103715425
chr4	48472459	48474459	Tex10	51	29	76	60	-1.75862068965517	-1.26666666666667	54	0.105488216163781	0.0102318095172128
chr8	126592986	126594986	Irf2bp2	78	51	42	45	-1.52941176470588	1.07142857142857	54	0.238272754920365	1.03773257979431e-07
chr7	110613922	110615922	Sbf2	65	36	58	57	-1.80555555555556	-1.01754385964912	54	-0.155365751302446	0.00103979788290396
chr7	141326690	141328690	Deaf1	64	49	62	41	-1.30612244897959	-1.51219512195122	54	0.464137744057804	7.6703925591083e-10
chr3	69043755	69045755	Trim59	62	50	51	53	-1.24	1.03921568627451	54	-1.22362665342354	3.60387061766077e-100
chr1	93753864	93755864	Thap4	53	29	80	54	-1.82758620689655	-1.48148148148148	54	-0.104867535996879	0.188500310578628
chr15	79545741	79547741	Ddx17	78	46	46	46	-1.69565217391304	0	54	-0.205290082040222	3.39163939388786e-07
chr1	181143204	181145204	Nvl	49	30	65	72	-1.63333333333333	1.10769230769231	54	-0.201727620714155	0.00155676475703914
chr5	65536184	65538184	Smim14	52	52	58	54	0	-1.07407407407407	54	1.11410772613858	3.91575751492092e-66
chr8	121082110	121084110	Fendrr	64	47	53	52	-1.36170212765957	-1.01923076923077	54	-0.887084890737387	2.5226136344301e-10
chr10	95563146	95565146	Nudt4	72	46	58	40	-1.56521739130435	-1.45	54	-1.00824696975695	4.43985955572648e-219
chr2	127586094	127588094	Zfp661	57	46	62	51	-1.23913043478261	-1.2156862745098	54	0.133023124387351	0.348578499840204
chr5	140701378	140703378	Iqce	64	40	62	50	-1.6	-1.24	54	-0.0887368771520659	0.281151375228513
