label	Ets1	p300	Ets1_Z	p300_Z	DIFF	DIFF_Z	DIFF_Q	Ets1_Q	p300_Q
chr2 171200000 171300000	225	141	0.582717798247058	0.998226941803084	0.00224988451	0.244713733236417	Q6	Q8	Q9
chr5 50800000 50900000	233	139	0.698175353581572	0.946511214615197	0.00234393015	0.247693978600555	Q6	Q8	Q9
chr5 51300000 51400000	235	146	0.727039742415201	1.1275162597728	0.00234393015	0.247693978600555	Q6	Q8	Q9
chr10 67100000 67200000	239	138	0.784768520082458	0.920653351021254	0.00234505135	0.247729508701709	Q6	Q8	Q9
chr10 67500000 67600000	235	140	0.727039742415201	0.972369078209141	0.00234505135	0.247729508701709	Q6	Q8	Q9
chr10 67800000 67900000	233	142	0.698175353581572	1.02408480539703	0.00234505135	0.247729508701709	Q6	Q8	Q9
chr10 68000000 68100000	240	135	0.799200714499272	0.843079760239425	0.00234505135	0.247729508701709	Q6	Q8	Q9
chr10 68700000 68800000	233	142	0.698175353581572	1.02408480539703	0.00234505135	0.247729508701709	Q6	Q8	Q9
chr10 70600000 70700000	242	136	0.828065103332901	0.868937623833368	0.00234505135	0.247729508701709	Q6	Q8	Q9
chr10 59100000 59200000	230	150	0.65487877033113	1.23094771414857	0.0023557302	0.248067914535374	Q6	Q8	Q9
chr10 62400000 62500000	221	137	0.524989020579801	0.894795487427311	0.0023557302	0.248067914535374	Q6	Q8	Q9
chr8 41000000 41100000	233	137	0.698175353581572	0.894795487427311	0.00238148105	0.248883942278235	Q6	Q8	Q9
chr2 72100000 72200000	240	139	0.799200714499272	0.946511214615197	0.0023945094	0.249296802243778	Q6	Q8	Q9
chr2 4500000 4600000	226	144	0.597149992663873	1.07580053258491	0.002439315825	0.250716688805131	Q6	Q8	Q9
chr4 51800000 51900000	242	135	0.828065103332901	0.843079760239425	0.0024727063817	0.251774813900682	Q6	Q8	Q9
chr17 91300000 91400000	242	145	0.828065103332901	1.10165839617886	0.002510319574	0.252966751580967	Q6	Q8	Q9
chr15 69300000 69400000	225	138	0.582717798247058	0.920653351021254	-0.013247875037	-0.246400219993807	Q5	Q8	Q9
chr8 30600000 30700000	226	135	0.597149992663873	0.843079760239425	-0.013054870793	-0.240284040621325	Q5	Q8	Q9
chr8 23900000 24000000	241	136	0.813632908916086	0.868937623833368	-0.012814459052	-0.232665548402021	Q5	Q8	Q9
chr8 37900000 38000000	234	147	0.712607547998387	1.15337412336674	-0.012256303179	-0.214977950625298	Q5	Q8	Q9
chr16 97100000 97200000	224	139	0.568285603830244	0.946511214615197	-0.011523434708	-0.191753823879812	Q5	Q8	Q9
chr8 27900000 28000000	231	142	0.669310964747944	1.02408480539703	-0.011331731516	-0.18567887400177	Q5	Q8	Q9
chr2 112500000 112600000	230	136	0.65487877033113	0.868937623833368	-0.01122954592	-0.182440678708924	Q5	Q8	Q9
chr15 90000000 90100000	241	145	0.813632908916086	1.10165839617886	-0.010686093724	-0.165219030924302	Q5	Q8	Q9
chr10 5500000 5600000	232	139	0.683743159164758	0.946511214615197	-0.010619561902	-0.163110680616056	Q5	Q8	Q9
chr16 72500000 72600000	240	140	0.799200714499272	0.972369078209141	-0.010039588974	-0.144731714509841	Q5	Q8	Q9
chr1 194700000 194800000	242	148	0.828065103332901	1.17923198696069	-0.008863468061	-0.10746120522697	Q5	Q8	Q9
chr4 43300000 43400000	238	137	0.770336325665644	0.894795487427311	-0.00797965463	-0.0794537305529673	Q5	Q8	Q9
chr4 43400000 43500000	234	139	0.712607547998387	0.946511214615197	-0.00797965463	-0.0794537305529673	Q5	Q8	Q9
chr4 44000000 44100000	232	144	0.683743159164758	1.07580053258491	-0.00797965463	-0.0794537305529673	Q5	Q8	Q9
chr4 45200000 45300000	221	144	0.524989020579801	1.07580053258491	-0.00797965463	-0.0794537305529673	Q5	Q8	Q9
chr4 45700000 45800000	235	151	0.727039742415201	1.25680557774252	-0.00797965463	-0.0794537305529673	Q5	Q8	Q9
chr4 46300000 46400000	240	143	0.799200714499272	1.04994266899097	-0.00797965463	-0.0794537305529673	Q5	Q8	Q9
chr4 46400000 46500000	231	141	0.669310964747944	0.998226941803084	-0.00797965463	-0.0794537305529673	Q5	Q8	Q9
chr15 68700000 68800000	233	137	0.698175353581572	0.894795487427311	-0.007766925101	-0.0727124696862495	Q5	Q8	Q9
chr10 64600000 64700000	233	136	0.698175353581572	0.868937623833368	-0.007282004476	-0.0573456494420471	Q5	Q8	Q9
chr1 160000000 160100000	233	141	0.698175353581572	0.998226941803084	-0.00684300422	-0.0434340159224151	Q5	Q8	Q9
chr2 147400000 147500000	237	138	0.755904131248829	0.920653351021254	-0.006262955329	-0.0250526425979747	Q5	Q8	Q9
chr17 12600000 12700000	222	144	0.539421214996616	1.07580053258491	-0.00600306487	-0.0168168824328213	Q5	Q8	Q9
chr17 12800000 12900000	229	144	0.640446575914315	1.07580053258491	-0.00600306487	-0.0168168824328213	Q5	Q8	Q9
chr10 45900000 46000000	231	151	0.669310964747944	1.25680557774252	-0.005799633858	-0.0103702855418349	Q5	Q8	Q9
chr10 49500000 49600000	236	142	0.741471936832015	1.02408480539703	-0.005799633858	-0.0103702855418349	Q5	Q8	Q9
chr2 105100000 105200000	237	142	0.755904131248829	1.02408480539703	-0.005558134346	-0.00271732256471553	Q5	Q8	Q9
chr11 30800000 30900000	229	137	0.640446575914315	0.894795487427311	-0.00550171778	-0.000929518161639833	Q5	Q8	Q9
chr1 158600000 158700000	234	141	0.712607547998387	0.998226941803084	-0.020475937682	-0.475452839439618	Q4	Q8	Q9
chr1 125400000 125500000	232	151	0.683743159164758	1.25680557774252	-0.019182494145	-0.434464452259542	Q4	Q8	Q9
chr8 49100000 49200000	236	144	0.741471936832015	1.07580053258491	-0.01648668995	-0.349036164943176	Q4	Q8	Q9
chr16 63600000 63700000	236	142	0.741471936832015	1.02408480539703	-0.016144928006	-0.338205950493631	Q4	Q8	Q9
chr6 35900000 36000000	224	146	0.568285603830244	1.1275162597728	-0.015526484881	-0.318607888783763	Q4	Q8	Q9
chr6 36000000 36100000	227	145	0.611582187080687	1.10165839617886	-0.015526484881	-0.318607888783763	Q4	Q8	Q9
chr5 12600000 12700000	239	141	0.784768520082458	0.998226941803084	-0.014962739092	-0.300743150192805	Q4	Q8	Q9
chr6 12800000 12900000	235	144	0.727039742415201	1.07580053258491	-0.01474774447	-0.293930109997321	Q4	Q8	Q9
chr6 19200000 19300000	224	147	0.568285603830244	1.15337412336674	-0.014508866646	-0.286360226613346	Q4	Q8	Q9
chr1 186400000 186500000	236	143	0.741471936832015	1.04994266899097	-0.031598012217	-0.827904171287931	Q3	Q8	Q9
chr1 194200000 194300000	234	136	0.712607547998387	0.868937623833368	-0.03080969298	-0.802922845715265	Q3	Q8	Q9
chr8 9200000 9300000	232	136	0.683743159164758	0.868937623833368	-0.02994480872	-0.775515224198939	Q3	Q8	Q9
chr8 42100000 42200000	239	137	0.784768520082458	0.894795487427311	-0.028909403005	-0.742703888318505	Q3	Q8	Q9
chr1 56300000 56400000	242	150	0.828065103332901	1.23094771414857	-0.02813328873	-0.718109330079444	Q3	Q8	Q9
chr8 50700000 50800000	232	143	0.683743159164758	1.04994266899097	-0.027303852254	-0.691825025858157	Q3	Q8	Q9
chr8 16500000 16600000	231	146	0.669310964747944	1.1275162597728	-0.026209028687	-0.657130776766967	Q3	Q8	Q9
chr1 81000000 81100000	225	136	0.582717798247058	0.868937623833368	-0.02565440338	-0.639555060338006	Q3	Q8	Q9
chr8 58600000 58700000	228	145	0.626014381497501	1.10165839617886	-0.024997412052	-0.618735431064914	Q3	Q8	Q9
chr8 17700000 17800000	233	141	0.698175353581572	0.998226941803084	-0.023813189463	-0.581208184921719	Q3	Q8	Q9
chr1 138100000 138200000	229	140	0.640446575914315	0.972369078209141	-0.04505724688	-1.25441859246946	Q2	Q8	Q9
chr1 96800000 96900000	240	142	0.799200714499272	1.02408480539703	-0.04379613914	-1.21445490573382	Q2	Q8	Q9
chr1 97800000 97900000	229	137	0.640446575914315	0.894795487427311	-0.04379613914	-1.21445490573382	Q2	Q8	Q9
chr1 41700000 41800000	238	145	0.770336325665644	1.10165839617886	-0.04271220219	-1.18010564647783	Q2	Q8	Q9
chr1 42000000 42100000	236	135	0.741471936832015	0.843079760239425	-0.04271220219	-1.18010564647783	Q2	Q8	Q9
chr1 177500000 177600000	230	145	0.65487877033113	1.10165839617886	-0.039829779168	-1.0887635295142	Q2	Q8	Q9
chr15 30800000 30900000	231	138	0.669310964747944	0.920653351021254	-0.03768804418	-1.02089333617831	Q2	Q8	Q9
chr1 21800000 21900000	238	142	0.770336325665644	1.02408480539703	-0.03698619568	-0.998652212204329	Q2	Q8	Q9
chr1 30500000 30600000	230	137	0.65487877033113	0.894795487427311	-0.03698619568	-0.998652212204329	Q2	Q8	Q9
chr1 47400000 47500000	238	138	0.770336325665644	0.920653351021254	-0.03506434476	-0.937750002437947	Q2	Q8	Q9
chr1 51100000 51200000	240	139	0.799200714499272	0.946511214615197	-0.03506434476	-0.937750002437947	Q2	Q8	Q9
chr15 13700000 13800000	229	137	0.640446575914315	0.894795487427311	-0.03479752364	-0.92929461411868	Q2	Q8	Q9
chr15 16200000 16300000	223	139	0.55385340941343	0.946511214615197	-0.03479752364	-0.92929461411868	Q2	Q8	Q9
chr1 67300000 67400000	226	135	0.597149992663873	0.843079760239425	-0.03283939114	-0.867242664602549	Q2	Q8	Q9
chr19 9900000 10000000	235	147	0.727039742415201	1.15337412336674	-0.13779282948	-4.19314908687891	Q1	Q8	Q9
chr19 10500000 10600000	229	135	0.640446575914315	0.843079760239425	-0.13779282948	-4.19314908687891	Q1	Q8	Q9
chr19 37300000 37400000	228	135	0.626014381497501	0.843079760239425	-0.11220090155	-3.38215748139111	Q1	Q8	Q9
chr19 37400000 37500000	230	149	0.65487877033113	1.20508985055463	-0.11220090155	-3.38215748139111	Q1	Q8	Q9
chr19 37600000 37700000	225	149	0.582717798247058	1.20508985055463	-0.11220090155	-3.38215748139111	Q1	Q8	Q9
chr19 37700000 37800000	242	141	0.828065103332901	0.998226941803084	-0.11220090155	-3.38215748139111	Q1	Q8	Q9
chr19 41000000 41100000	233	139	0.698175353581572	0.946511214615197	-0.10743661247	-3.23118024901669	Q1	Q8	Q9
chr19 42000000 42100000	240	135	0.799200714499272	0.843079760239425	-0.10743661247	-3.23118024901669	Q1	Q8	Q9
chr19 56800000 56900000	242	149	0.828065103332901	1.20508985055463	-0.09254032264	-2.75912648120025	Q1	Q8	Q9
chr19 56900000 57000000	235	137	0.727039742415201	0.894795487427311	-0.09254032264	-2.75912648120025	Q1	Q8	Q9
chr19 43800000 43900000	235	143	0.727039742415201	1.04994266899097	-0.08880613775	-2.64079258281586	Q1	Q8	Q9
chr19 45400000 45500000	231	149	0.669310964747944	1.20508985055463	-0.08880613775	-2.64079258281586	Q1	Q8	Q9
chr19 45500000 45600000	223	145	0.55385340941343	1.10165839617886	-0.08880613775	-2.64079258281586	Q1	Q8	Q9
chr19 45800000 45900000	231	151	0.669310964747944	1.25680557774252	-0.08880613775	-2.64079258281586	Q1	Q8	Q9
chr19 47500000 47600000	230	144	0.65487877033113	1.07580053258491	-0.08880613775	-2.64079258281586	Q1	Q8	Q9
chr19 47700000 47800000	231	150	0.669310964747944	1.23094771414857	-0.08880613775	-2.64079258281586	Q1	Q8	Q9
chr19 27700000 27800000	228	137	0.626014381497501	0.894795487427311	-0.07842585726	-2.31184822336686	Q1	Q8	Q9
chr19 29400000 29500000	222	141	0.539421214996616	0.998226941803084	-0.07842585726	-2.31184822336686	Q1	Q8	Q9
chr1 190200000 190300000	226	137	0.597149992663873	0.894795487427311	-0.06577355203	-1.91090487280471	Q1	Q8	Q9
chr19 60400000 60500000	227	139	0.611582187080687	0.946511214615197	-0.06495375727	-1.88492610831298	Q1	Q8	Q9
chr19 60800000 60900000	241	137	0.813632908916086	0.894795487427311	-0.06495375727	-1.88492610831298	Q1	Q8	Q9
chr1 124500000 124600000	235	141	0.727039742415201	0.998226941803084	-0.06200399506	-1.79145005613596	Q1	Q8	Q9
chr1 175100000 175200000	232	136	0.683743159164758	0.868937623833368	-0.05651504219	-1.61750869803805	Q1	Q8	Q9
chr1 175500000 175600000	242	145	0.828065103332901	1.10165839617886	-0.05651504219	-1.61750869803805	Q1	Q8	Q9
chr1 150900000 151000000	225	136	0.582717798247058	0.868937623833368	-0.05463671177	-1.5579856247034	Q1	Q8	Q9
chr1 140400000 140500000	241	146	0.813632908916086	1.1275162597728	-0.05463381199	-1.55789373255506	Q1	Q8	Q9
chr1 143000000 143100000	230	138	0.65487877033113	0.920653351021254	-0.05463381199	-1.55789373255506	Q1	Q8	Q9
chr1 147000000 147100000	238	139	0.770336325665644	0.946511214615197	-0.05463381199	-1.55789373255506	Q1	Q8	Q9
chr1 10000000 10100000	221	136	0.524989020579801	0.868937623833368	-0.05243018528	-1.48806223067185	Q1	Q8	Q9
chr1 11100000 11200000	239	140	0.784768520082458	0.972369078209141	-0.05243018528	-1.48806223067185	Q1	Q8	Q9
chr19 4200000 4300000	228	137	0.626014381497501	0.894795487427311	-0.05210053248	-1.47761574714561	Q1	Q8	Q9
chr19 5700000 5800000	225	135	0.582717798247058	0.843079760239425	-0.05210053248	-1.47761574714561	Q1	Q8	Q9
chr19 59200000 59300000	241	150	0.813632908916086	1.23094771414857	-0.04968999744	-1.40122745441825	Q1	Q8	Q9
chr15 41800000 41900000	208	139	0.337370493161216	0.946511214615197	0.03503089132	1.28352258792938	Q10	Q7	Q9
chr1 180100000 180200000	210	143	0.366234881994845	1.04994266899097	0.04086132439	1.46828523219213	Q10	Q7	Q9
chr1 131500000 131600000	209	139	0.351802687578031	0.946511214615197	0.04128448456	1.48169490365516	Q10	Q7	Q9
chr15 7100000 7200000	203	137	0.265209521077145	0.894795487427311	0.0515899554	1.8082685937929	Q10	Q7	Q9
chr15 7300000 7400000	209	138	0.351802687578031	0.920653351021254	0.0515899554	1.8082685937929	Q10	Q7	Q9
chr15 10500000 10600000	215	139	0.438395854078916	0.946511214615197	0.05590587975	1.94503743853739	Q10	Q7	Q9
chr15 58900000 59000000	207	135	0.322938298744402	0.843079760239425	0.06978806743	2.38495496663767	Q10	Q7	Q9
chr15 59500000 59600000	208	137	0.337370493161216	0.894795487427311	0.06978806743	2.38495496663767	Q10	Q7	Q9
chr15 86800000 86900000	208	137	0.337370493161216	0.894795487427311	0.07425803099	2.52660521408725	Q10	Q7	Q9
chr15 87300000 87400000	216	138	0.45282804849573	0.920653351021254	0.07425803099	2.52660521408725	Q10	Q7	Q9
chr15 87600000 87700000	206	142	0.308506104327588	1.02408480539703	0.07425803099	2.52660521408725	Q10	Q7	Q9
chr15 95500000 95600000	204	140	0.279641715493959	0.972369078209141	0.07615624151	2.58675827490312	Q10	Q7	Q9
chr15 103100000 103200000	215	147	0.438395854078916	1.15337412336674	0.07615624151	2.58675827490312	Q10	Q7	Q9
chr1 152800000 152900000	213	135	0.409531465245287	0.843079760239425	0.030251059833	1.13205282675288	Q9	Q7	Q9
chr1 153200000 153300000	208	141	0.337370493161216	0.998226941803084	0.030251059833	1.13205282675288	Q9	Q7	Q9
chr1 90400000 90500000	218	145	0.481692437329359	1.10165839617886	0.03415079946	1.25563304742777	Q9	Q7	Q9
chr15 72000000 72100000	217	147	0.467260242912544	1.15337412336674	0.019058055725	0.777353782718089	Q8	Q7	Q9
chr11 103200000 103300000	219	139	0.496124631746173	0.946511214615197	0.00260476142	0.255959552456394	Q7	Q7	Q9
chr11 103900000 104000000	208	145	0.337370493161216	1.10165839617886	0.00260476142	0.255959552456394	Q7	Q7	Q9
chr11 107900000 108000000	212	137	0.395099270828473	0.894795487427311	0.00260476142	0.255959552456394	Q7	Q7	Q9
chr11 113400000 113500000	204	138	0.279641715493959	0.920653351021254	0.00260476142	0.255959552456394	Q7	Q7	Q9
chr11 119800000 119900000	213	137	0.409531465245287	0.894795487427311	0.00260476142	0.255959552456394	Q7	Q7	Q9
chr8 63100000 63200000	213	150	0.409531465245287	1.23094771414857	0.00274697853	0.260466320476459	Q7	Q7	Q9
chr8 66000000 66100000	207	138	0.322938298744402	0.920653351021254	0.00274697853	0.260466320476459	Q7	Q7	Q9
chr8 75000000 75100000	211	142	0.380667076411659	1.02408480539703	0.00274697853	0.260466320476459	Q7	Q7	Q9
chr8 83200000 83300000	211	141	0.380667076411659	0.998226941803084	0.00274697853	0.260466320476459	Q7	Q7	Q9
chr8 87800000 87900000	205	140	0.294073909910774	0.972369078209141	0.00274697853	0.260466320476459	Q7	Q7	Q9
chr8 90200000 90300000	216	135	0.45282804849573	0.843079760239425	0.00274697853	0.260466320476459	Q7	Q7	Q9
chr8 103900000 104000000	209	141	0.351802687578031	0.998226941803084	0.00274697853	0.260466320476459	Q7	Q7	Q9
chr2 121100000 121200000	216	140	0.45282804849573	0.972369078209141	0.00289667911	0.265210234809476	Q7	Q7	Q9
chr11 81100000 81200000	204	136	0.279641715493959	0.868937623833368	0.00305912773	0.270358126265853	Q7	Q7	Q9
chr11 81200000 81300000	207	147	0.322938298744402	1.15337412336674	0.00305912773	0.270358126265853	Q7	Q7	Q9
chr3 141900000 142000000	216	139	0.45282804849573	0.946511214615197	0.00305920263	0.270360499798297	Q7	Q7	Q9
chr17 24500000 24600000	215	144	0.438395854078916	1.07580053258491	0.00310163694	0.271705215573084	Q7	Q7	Q9
chr17 25400000 25500000	208	140	0.337370493161216	0.972369078209141	0.00310163694	0.271705215573084	Q7	Q7	Q9
chr17 27700000 27800000	208	135	0.337370493161216	0.843079760239425	0.00310163694	0.271705215573084	Q7	Q7	Q9
chr17 31000000 31100000	209	136	0.351802687578031	0.868937623833368	0.00310163694	0.271705215573084	Q7	Q7	Q9
chr17 31300000 31400000	211	142	0.380667076411659	1.02408480539703	0.00310163694	0.271705215573084	Q7	Q7	Q9
chr17 31500000 31600000	203	142	0.265209521077145	1.02408480539703	0.00310163694	0.271705215573084	Q7	Q7	Q9
chr17 32900000 33000000	211	136	0.380667076411659	0.868937623833368	0.00310163694	0.271705215573084	Q7	Q7	Q9
chr17 34600000 34700000	214	140	0.423963659662102	0.972369078209141	0.00310163694	0.271705215573084	Q7	Q7	Q9
chr8 8000000 8100000	213	141	0.409531465245287	0.998226941803084	0.003117994119	0.272223563971639	Q7	Q7	Q9
chr17 56600000 56700000	210	143	0.366234881994845	1.04994266899097	0.00321955557	0.275441980514052	Q7	Q7	Q9
chr5 5900000 6000000	213	135	0.409531465245287	0.843079760239425	0.00350560958	0.284506846649213	Q7	Q7	Q9
chr2 76400000 76500000	217	138	0.467260242912544	0.920653351021254	0.003722226	0.291371280571945	Q7	Q7	Q9
chr2 129200000 129300000	214	135	0.423963659662102	0.843079760239425	0.00376242305	0.292645099027692	Q7	Q7	Q9
chr5 4700000 4800000	211	140	0.380667076411659	0.972369078209141	0.003943429089	0.298381063061864	Q7	Q7	Q9
chr2 151600000 151700000	217	135	0.467260242912544	0.843079760239425	0.00436717379	0.311809257933345	Q7	Q7	Q9
chr2 154500000 154600000	203	140	0.265209521077145	0.972369078209141	0.00436717379	0.311809257933345	Q7	Q7	Q9
chr2 158700000 158800000	206	142	0.308506104327588	1.02408480539703	0.00436717379	0.311809257933345	Q7	Q7	Q9
chr5 24800000 24900000	220	140	0.510556826162987	0.972369078209141	0.00437659918	0.312107942432197	Q7	Q7	Q9
chr2 57700000 57800000	218	146	0.481692437329359	1.1275162597728	0.00448822954	0.315645436173396	Q7	Q7	Q9
chr2 36000000 36100000	220	139	0.510556826162987	0.946511214615197	0.00456895544	0.318203587611792	Q7	Q7	Q9
chr5 30100000 30200000	220	146	0.510556826162987	1.1275162597728	0.00463702714	0.320360735655592	Q7	Q7	Q9
chr5 32200000 32300000	218	142	0.481692437329359	1.02408480539703	0.00463702714	0.320360735655592	Q7	Q7	Q9
chr5 33600000 33700000	211	143	0.380667076411659	1.04994266899097	0.00463702714	0.320360735655592	Q7	Q7	Q9
chr5 36500000 36600000	209	146	0.351802687578031	1.1275162597728	0.00463702714	0.320360735655592	Q7	Q7	Q9
chr5 36800000 36900000	216	135	0.45282804849573	0.843079760239425	0.00463702714	0.320360735655592	Q7	Q7	Q9
chr5 36900000 37000000	211	142	0.380667076411659	1.02408480539703	0.00463702714	0.320360735655592	Q7	Q7	Q9
chr2 34200000 34300000	214	148	0.423963659662102	1.17923198696069	0.00541416184	0.344987630501387	Q7	Q7	Q9
chr2 34300000 34400000	220	147	0.510556826162987	1.15337412336674	0.00541416184	0.344987630501387	Q7	Q7	Q9
chr2 34600000 34700000	205	139	0.294073909910774	0.946511214615197	0.00541416184	0.344987630501387	Q7	Q7	Q9
chr2 35100000 35200000	220	138	0.510556826162987	0.920653351021254	0.00541416184	0.344987630501387	Q7	Q7	Q9
chr2 91400000 91500000	220	146	0.510556826162987	1.1275162597728	0.00559953467	0.350861975311466	Q7	Q7	Q9
chr2 91900000 92000000	214	135	0.423963659662102	0.843079760239425	0.00559953467	0.350861975311466	Q7	Q7	Q9
chr2 92900000 93000000	206	146	0.308506104327588	1.1275162597728	0.00559953467	0.350861975311466	Q7	Q7	Q9
chr2 94400000 94500000	216	142	0.45282804849573	1.02408480539703	0.00559953467	0.350861975311466	Q7	Q7	Q9
chr2 9100000 9200000	203	144	0.265209521077145	1.07580053258491	0.00584188173	0.358541796535261	Q7	Q7	Q9
