chr	enhancer_starts	enhancer_ends	gene	DAY0_H3K27ac	DAY4_H3K27ac	DAY0_H3K4me1	DAY4_H3K4me1	H3K27ac_FC	H3K4me3_FC	fragMEAN	log2FoldChange	padj
chr19	36896000	36898200	Tnks2	14	18	19	24	1.28571428571429	1.26315789473684	18.75	0.236424792987286	2.98090765235772e-19
chr1	125638400	125640400	Gpr39	22	14	16	22	-1.57142857142857	1.375	18.5	-1.63139063727524	NA
chr1	193448800	193451000	Mir205	18	17	18	21	-1.05882352941176	1.16666666666667	18.5	NA	NA
chr2	18821000	18823000	Carlr	23	27	9	15	1.17391304347826	1.66666666666667	18.5	NA	NA
chr2	75612300	75614300	Hnrnpa3	27	19	13	15	-1.42105263157895	1.15384615384615	18.5	-0.241095178436153	2.55506045431681e-13
chr3	147423300	147425300	Ttll7	20	13	12	29	-1.53846153846154	2.41666666666667	18.5	0.843270895264476	1.569319434868e-10
chr4	63189600	63192700	Kif12	11	13	17	33	1.18181818181818	1.94117647058824	18.5	-2.10277881230972	0.444263816034465
chr4	88475800	88477800	Hacd4	16	17	17	24	1.0625	1.41176470588235	18.5	-1.50195385556522	1.43264824970162e-72
chr4	134982200	134984600	Syf2	9	14	27	24	1.55555555555556	-1.125	18.5	0.601224462508943	9.83310016580526e-27
chr8	68952800	68954800	Lpl	16	15	21	22	-1.06666666666667	1.04761904761905	18.5	0.0163076503501002	0.959543199661784
chr8	111708100	111710100	Ctrb1	13	18	24	19	1.38461538461538	-1.26315789473684	18.5	0.389822682309363	NA
chr9	23125200	23128800	Bmper	9	16	21	28	1.77777777777778	1.33333333333333	18.5	3.15070307923307	1.60457217137931e-170
chr10	8967900	8969900	Sash1	15	11	22	26	-1.36363636363636	1.18181818181818	18.5	0.105787675039639	0.0681389006328915
chr10	125921100	125923100	Lrig3	12	21	21	20	1.75	-1.05	18.5	-1.26869808397792	2.84693231371608e-92
chr13	42525200	42527600	Phactr1	17	7	23	27	-2.42857142857143	1.17391304347826	18.5	-3.21110948724975	0.0581427919194898
chr13	56681500	56683500	Smad5	21	21	15	17	0	1.13333333333333	18.5	0.441395055512552	7.50392295021428e-34
chr14	75054200	75057900	Rubcnl	19	15	19	21	-1.26666666666667	1.10526315789474	18.5	3.23476122956042	1.03450247520628e-51
chr15	38281600	38283600	Klf10	16	17	22	19	1.0625	-1.15789473684211	18.5	1.47382004499677	1.09916217379868e-104
chr16	91521500	91524500	Mir6367	13	17	23	21	1.30769230769231	-1.0952380952381	18.5	NA	NA
chr1	73537000	73540000	Pinc	15	16	27	15	1.06666666666667	-1.8	18.25	0.38982909723421	NA
chr1	163681500	163683500	Mettl11b	12	12	16	33	0	2.0625	18.25	NA	NA
chr2	12032600	12036000	Itga8	19	14	11	29	-1.35714285714286	2.63636363636364	18.25	-1.58364854684719	2.30828494651448e-105
chr2	119298800	119301800	Vps18	15	16	16	26	1.06666666666667	1.625	18.25	-0.030941759237794	0.657785939058586
chr2	150775000	150777200	Pygb	13	20	26	14	1.53846153846154	-1.85714285714286	18.25	-0.112394362991792	0.00524985889529373
chr2	157529600	157533600	Blcap	20	9	21	23	-2.22222222222222	1.0952380952381	18.25	-0.195347019665968	5.79396742532086e-05
chr2	165498500	165500500	Slc2a10	17	14	27	15	-1.21428571428571	-1.8	18.25	1.05848093634596	1.43590311546622e-95
chr2	168024600	168027400	Ripor3	20	17	14	22	-1.17647058823529	1.57142857142857	18.25	2.11052331396778	1.3830412632182e-57
chr2	178497500	178499500	Cdh26	8	14	25	26	1.75	1.04	18.25	-2.01108229802012	1.79953550658525e-29
chr3	147442500	147444500	Ttll7	22	26	15	10	1.18181818181818	-1.5	18.25	0.843270895264476	1.569319434868e-10
chr4	100030600	100034400	Ror1	14	16	21	22	1.14285714285714	1.04761904761905	18.25	-1.09915277013438	2.62147370966297e-63
chr5	35641300	35645100	Htra3	17	13	19	24	-1.30769230769231	1.26315789473684	18.25	-0.142424617824747	0.675011544982435
chr5	36718300	36720300	D5Ertd579e	21	16	9	27	-1.3125	3	18.25	-0.321312598462845	1.19687196532673e-16
chr5	64077500	64079500	Pgm2	20	24	14	15	1.2	1.07142857142857	18.25	0.131841778267341	0.0657160324803121
chr6	72200200	72202200	Atoh8	15	14	27	17	-1.07142857142857	-1.58823529411765	18.25	-1.25252285442499	1.08216344359851e-31
chr7	67468000	67470000	Lrrc28	22	20	13	18	-1.1	1.38461538461538	18.25	0.530080105969495	4.4842915578454e-11
chr7	80157034	80159034	Sema4b	18	24	11	20	1.33333333333333	1.81818181818182	18.25	0.976968882158861	1.65109836232794e-43
chr7	83841700	83843700	Tlnrd1	16	14	24	19	-1.14285714285714	-1.26315789473684	18.25	0.0584072958052601	0.219177731796008
chr7	128256200	128258200	Tgfb1i1	15	16	19	23	1.06666666666667	1.21052631578947	18.25	-0.430890209350545	1.79164606056439e-40
chr7	145024600	145026600	Ccnd1	18	14	17	24	-1.28571428571429	1.41176470588235	18.25	0.394145879239174	2.67746702338897e-43
chr8	72280700	72282700	Ap1m1	9	15	22	27	1.66666666666667	1.22727272727273	18.25	0.405547111408483	4.27930829763772e-25
chr9	21153400	21155400	Cdc37	22	18	20	13	-1.22222222222222	-1.53846153846154	18.25	0.0907260272360718	0.0219689422978444
chr9	66619700	66621700	Usp3	13	14	20	26	1.07692307692308	1.3	18.25	0.248526844513249	0.000437722725786862
chr11	77623200	77625200	Taok1	12	20	17	24	1.66666666666667	1.41176470588235	18.25	0.192025808287932	2.59906364766525e-05
chr13	38579900	38583600	Txndc5	16	17	19	21	1.0625	1.10526315789474	18.25	0.0376224388439723	0.368396083970551
chr14	45451000	45454600	Fermt2	14	19	12	28	1.35714285714286	2.33333333333333	18.25	-0.155091461912486	1.08157191539449e-07
chr17	87062600	87064600	Cript	24	14	14	21	-1.71428571428571	1.5	18.25	0.142703766861672	0.0944840547412308
chr18	39580700	39582700	Nr3c1	19	18	18	18	-1.05555555555556	0	18.25	-0.466383698300379	5.14572711127824e-34
chr19	56231500	56236200	Habp2	10	16	30	17	1.6	-1.76470588235294	18.25	0.906365574863943	0.291733010958742
chr3	103405300	103407300	Trim33	22	16	17	17	-1.375	0	18	0.00483417219204629	0.931996758887751
chr4	126281000	126283000	Col8a2	15	17	15	25	1.13333333333333	1.66666666666667	18	-0.694169602388111	1.21545267646144e-74
chr4	133283900	133287300	Tmem222	17	15	22	18	-1.13333333333333	-1.22222222222222	18	-0.196244633541342	0.00414861365070414
chr4	155148500	155150500	Ski	28	19	15	10	-1.47368421052632	-1.5	18	-0.618748695642923	7.87022012543527e-93
chr5	36700100	36702100	D5Ertd579e	20	10	23	19	-2	-1.21052631578947	18	-0.321312598462845	1.19687196532673e-16
chr5	73759500	73763300	Spata18	16	13	28	15	-1.23076923076923	-1.86666666666667	18	1.11116986148538	NA
chr6	31006100	31008100	Klf14	9	18	26	19	2	-1.36842105263158	18	0.389822491013982	NA
chr6	31010600	31012600	Mir29a	16	8	23	25	-2	1.08695652173913	18	NA	NA
chr6	91297700	91303200	Fbln2	15	20	20	17	1.33333333333333	-1.17647058823529	18	-1.15941066048692	1.73436418297598e-166
chr6	113024700	113026700	Thumpd3	9	12	27	24	1.33333333333333	-1.125	18	-0.128007925734664	0.0620113031649175
chr6	142991254	142995200	C2cd5	17	14	9	32	-1.21428571428571	3.55555555555556	18	1.19892681356985	6.81078461052258e-129
chr7	28849100	28851100	Lgals4	13	18	21	20	1.38461538461538	-1.05	18	0.44129907500077	0.0286244404393427
chr7	80159900	80161900	Sema4b	14	17	11	30	1.21428571428571	2.72727272727273	18	0.976968882158861	1.65109836232794e-43
chr7	139326200	139328200	Inpp5a	12	21	13	26	1.75	2	18	1.22700866652711	5.33771269687932e-178
chr9	63836000	63838000	Smad3	17	17	18	20	0	1.11111111111111	18	0.200636378355645	3.04837512088209e-08
chr9	110919900	110921900	Fam240a	16	15	24	17	-1.06666666666667	-1.41176470588235	18	NA	NA
chr10	77286500	77290000	Pofut2	15	14	20	23	-1.07142857142857	1.15	18	0.789739940404247	1.93115743519727e-88
chr11	95184900	95186900	Dlx4	12	16	13	31	1.33333333333333	2.38461538461538	18	1.32743231634957	6.04984486252903e-09
chr12	80329100	80333000	Dcaf5	21	11	19	21	-1.90909090909091	1.10526315789474	18	-0.249071502225957	0.0152851147265914
chr12	86789700	86791700	Lrrc74a	11	9	25	27	-1.22222222222222	1.08	18	NA	NA
chr19	27065800	27067800	Vldlr	8	15	24	25	1.875	1.04166666666667	18	1.48157211690517	1.86991323062085e-248
chr1	59394200	59396800	Fzd7	12	10	16	33	-1.2	2.0625	17.75	-0.390829953667384	1.09750452246589e-27
chr1	59471500	59474400	Fzd7	15	19	16	21	1.26666666666667	1.3125	17.75	-0.390829953667384	1.09750452246589e-27
chr1	170700400	170702400	Olfml2b	21	10	22	18	-2.1	-1.22222222222222	17.75	-1.6458774785176	9.81096819581998e-89
chr2	24537900	24541000	Pax8	21	7	24	19	-3	-1.26315789473684	17.75	0.481950222168491	0.717160581293789
chr2	51562600	51564600	Tas2r134	18	14	21	18	-1.28571428571429	-1.16666666666667	17.75	NA	NA
chr2	60728600	60730600	Itgb6	13	12	18	28	-1.08333333333333	1.55555555555556	17.75	3.39091203534311	0.0075267224757246
chr2	72931200	72933200	Sp3	18	13	19	21	-1.38461538461538	1.10526315789474	17.75	0.0977637968667948	0.0319201969224934
chr2	166185798	166187798	Sulf2	7	16	30	18	2.28571428571429	-1.66666666666667	17.75	-1.34835937686278	1.29446463312084e-78
chr6	58927000	58929000	Herc3	16	14	21	20	-1.14285714285714	-1.05	17.75	-0.0566710561278294	0.806295231304918
chr7	66450600	66452600	Aldh1a3	8	16	25	22	2	-1.13636363636364	17.75	-0.928857438134625	3.74413024026434e-10
chr8	22601500	22603500	Vdac3	12	8	33	18	-1.5	-1.83333333333333	17.75	-0.123539104942974	0.0208366707216985
chr8	46445600	46449500	Acsl1	20	7	19	25	-2.85714285714286	1.31578947368421	17.75	-0.18750783693939	0.00116424653377744
chr8	125367400	125370600	Sipa1l2	16	7	27	21	-2.28571428571429	-1.28571428571429	17.75	0.0950854542503884	0.283006676102018
chr9	25074400	25077200	Herpud2	26	15	12	18	-1.73333333333333	1.5	17.75	0.477852912309139	1.05833006482185e-26
chr10	77482681	77484681	Fam207a	13	9	23	26	-1.44444444444444	1.1304347826087	17.75	0.147185226075309	0.00370307197235827
chr10	82898400	82902000	Txnrd1	17	16	8	30	-1.0625	3.75	17.75	-0.15075998915913	3.60716998792999e-07
chr10	111518700	111521600	Phlda1	23	12	17	19	-1.91666666666667	1.11764705882353	17.75	0.992342972687071	2.56380221266657e-34
chr11	77874600	77877600	Pipox	9	16	16	30	1.77777777777778	1.875	17.75	0.163209348218515	0.89088994130234
chr11	101129500	101131500	Tubg1	11	22	20	18	2	-1.11111111111111	17.75	-0.406643632017043	1.17006646526477e-17
chr14	65780400	65782400	Pbk	25	8	12	26	-3.125	2.16666666666667	17.75	-1.80346062325782	1.29819789202256e-117
chr17	24764400	24768400	Hs3st6	16	13	20	22	-1.23076923076923	1.1	17.75	0.389836512475164	NA
chr19	36178100	36180100	Ankrd1	22	19	22	8	-1.15789473684211	-2.75	17.75	-3.22524558222638	1.36534162264737e-112
chr19	42460600	42462600	Crtac1	16	13	15	27	-1.23076923076923	1.8	17.75	NA	NA
chr3	113998900	114000900	Col11a1	13	20	12	25	1.53846153846154	2.08333333333333	17.5	0.84258122835482	1.38258195331206e-87
chr4	81482300	81485400	Mpdz	12	14	26	18	1.16666666666667	-1.44444444444444	17.5	-0.470359284034011	2.70893106028006e-23
chr4	136860800	136866600	C1qb	12	8	29	21	-1.5	-1.38095238095238	17.5	NA	NA
chr5	35646100	35648100	Htra3	9	9	26	26	0	0	17.5	-0.142424617824747	0.675011544982435
chr6	87620500	87622500	Prokr1	12	15	25	18	1.25	-1.38888888888889	17.5	0.38986138902977	0.88111499171396
chr6	127555100	127557100	Cracr2a	16	14	21	19	-1.14285714285714	-1.10526315789474	17.5	0.778352537058931	6.49775044448137e-32
chr7	45112300	45114900	Mir150	15	14	19	22	-1.07142857142857	1.15789473684211	17.5	NA	NA
chr7	51790100	51792100	Gas2	18	24	15	13	1.33333333333333	-1.15384615384615	17.5	-1.65145730669064	1.54928025612779e-73
chr7	80582300	80584300	Crtc3	20	13	17	20	-1.53846153846154	1.17647058823529	17.5	0.0761597304462702	0.233086680586804
chr7	114180500	114182500	Copb1	25	16	16	13	-1.5625	-1.23076923076923	17.5	0.875906629023623	1.25118164825945e-254
chr10	128503800	128505800	Myl6b	11	15	19	25	1.36363636363636	1.31578947368421	17.5	-1.48053876736058	4.58853048221443e-12
chr11	5845900	5847900	Polm	21	8	18	23	-2.625	1.27777777777778	17.5	-0.42777694514159	0.000126956340912922
chr11	96762550	96764550	Snx11	17	7	21	25	-2.42857142857143	1.19047619047619	17.5	0.291757170962293	6.18897076035219e-05
chr11	97400400	97402400	Arhgap23	13	11	26	20	-1.18181818181818	-1.3	17.5	0.349245107638684	8.86435463146148e-17
chr11	102609400	102612000	Fzd2	6	21	19	24	3.5	1.26315789473684	17.5	-0.755932776473605	4.07838572274918e-62
chr11	120050500	120052500	Aatk	3	11	27	29	3.66666666666667	1.07407407407407	17.5	1.25727522689432	0.219162116871664
chr13	104561800	104564900	Srek1ip1	19	13	25	13	-1.46153846153846	-1.92307692307692	17.5	-0.245559944297669	0.0059316928905723
chr13	107501600	107503600	AI197445	12	17	24	17	1.41666666666667	-1.41176470588235	17.5	1.492082285685	8.08346353998288e-05
chr16	95749000	95751000	Ets2	16	15	21	18	-1.06666666666667	-1.16666666666667	17.5	-0.183797338462417	0.000262621886194201
chr18	38517200	38521800	Ndfip1	6	7	33	24	1.16666666666667	-1.375	17.5	0.449129773212255	6.70143085317488e-27
chr19	37849800	37851800	Myof	10	17	15	28	1.7	1.86666666666667	17.5	-0.204760486051923	0.000286498156098982
chr1	163373700	163375700	Gorab	14	13	14	28	-1.07692307692308	2	17.25	0.279826741564846	2.58284105872313e-09
chr1	178367300	178369300	Hnrnpu	30	21	8	10	-1.42857142857143	1.25	17.25	-0.362465671112367	9.95197348076652e-33
chr2	71643500	71645500	Platr26	20	7	22	20	-2.85714285714286	-1.1	17.25	NA	NA
chr2	93173800	93180500	Trp53i11	11	4	31	23	-2.75	-1.34782608695652	17.25	1.66298267553567	0.602143888214198
chr2	105021400	105024800	Eif3m	22	16	17	14	-1.375	-1.21428571428571	17.25	0.166504546073683	1.88411974417298e-05
chr2	143870200	143872800	Bfsp1	14	10	22	23	-1.4	1.04545454545455	17.25	1.57128437690747	0.3939537776575
chr2	148519300	148521300	Cd93	15	17	11	26	1.13333333333333	2.36363636363636	17.25	0.357588708434236	0.550403875360272
chr2	173342100	173344100	Pmepa1	18	12	14	25	-1.5	1.78571428571429	17.25	-0.724393903131077	1.24272952147488e-16
chr3	41178100	41182000	Pgrmc2	12	19	21	17	1.58333333333333	-1.23529411764706	17.25	0.000314459259541816	0.995409250231785
chr5	129454200	129456200	Sfswap	19	13	15	22	-1.46153846153846	1.46666666666667	17.25	0.0170665820578322	0.867322511097779
chr6	30716200	30718200	Mest	14	19	16	20	1.35714285714286	1.25	17.25	-1.76794476773135	0
chr7	67413800	67415800	Mef2a	13	25	8	23	1.92307692307692	2.875	17.25	0.810555827109887	6.49919429615051e-89
chr8	91208100	91210100	Aktip	21	19	15	14	-1.10526315789474	-1.07142857142857	17.25	-0.442133281463055	4.72541511464164e-15
chr8	94735700	94737700	Ccl22	22	13	13	21	-1.69230769230769	1.61538461538462	17.25	NA	NA
chr8	128222600	128224600	Mir21c	14	8	23	24	-1.75	1.04347826086957	17.25	NA	NA
chr11	19760500	19762500	Spred2	15	10	18	26	-1.5	1.44444444444444	17.25	-0.476762288758809	2.18936583007863e-35
chr11	114914100	114916100	Cd300lb	16	18	11	24	1.125	2.18181818181818	17.25	5.60504359296571	7.08528810383643e-48
chr13	71458300	71460300	Mir466f-4	32	12	12	13	-2.66666666666667	1.08333333333333	17.25	NA	NA
chr14	24261000	24264800	Dlg5	16	12	22	19	-1.33333333333333	-1.15789473684211	17.25	-0.441798433443008	3.20307054169755e-18
chr1	132557000	132563000	Cntn2	15	17	20	16	1.13333333333333	-1.25	17	-1.03022552317865	0.283722618323591
chr1	180910100	180912100	Pycr2	16	8	23	21	-2	-1.0952380952381	17	-0.217787677098465	0.000106006619779592
chr2	6070900	6074100	Upf2	14	13	18	23	-1.07692307692308	1.27777777777778	17	-0.0781645104571763	0.053426271624611
chr2	103144100	103146100	Apip	18	10	18	22	-1.8	1.22222222222222	17	-0.0511808211834385	0.573625383462248
chr4	155481100	155483100	Gnb1	35	13	9	11	-2.69230769230769	1.22222222222222	17	-0.5182085390196	1.2929343114624e-50
chr5	34941200	34944900	Rgs12	13	23	20	12	1.76923076923077	-1.66666666666667	17	0.140348227314865	0.0736833113423746
chr5	73687600	73691300	Spata18	19	8	26	15	-2.375	-1.73333333333333	17	1.11116986148538	NA
chr5	107019500	107021500	Cdc7	20	17	15	16	-1.17647058823529	1.06666666666667	17	-0.990449397781848	6.27055062094329e-18
chr5	134866800	134869000	Tmem270	12	9	25	22	-1.33333333333333	-1.13636363636364	17	NA	NA
chr5	149223600	149225600	Uspl1	11	16	18	23	1.45454545454545	1.27777777777778	17	-0.245371577892502	3.96588316546492e-05
chr6	117883100	117885100	Hnrnpf	23	14	13	18	-1.64285714285714	1.38461538461538	17	-0.0400821342540557	0.276923411207623
chr7	34598000	34600000	Kctd15	9	18	16	25	2	1.5625	17	0.431440829344058	5.76244734643741e-18
chr7	35144400	35146600	Cebpa	13	13	17	25	0	1.47058823529412	17	0.244315554119095	0.00198206408577124
chr7	100987400	100989400	P2ry6	25	16	11	16	-1.5625	1.45454545454545	17	-1.65912180565635	0.0375761469963445
chr9	63802200	63804200	Smad3	8	14	22	24	1.75	1.09090909090909	17	0.200636378355645	3.04837512088209e-08
chr11	106636900	106640700	Tex2	21	13	17	17	-1.61538461538462	0	17	-0.0460378795503394	0.408839954692378
chr12	3537000	3539000	Dtnb	23	11	20	14	-2.09090909090909	-1.42857142857143	17	-0.271393075390402	0.000104790835546588
chr12	32994000	32996000	Sypl	22	11	15	20	-2	1.33333333333333	17	0.104998785593878	0.0215491350512609
chr13	45439300	45442000	Mylip	18	8	22	20	-2.25	-1.1	17	-0.288405506424942	4.91771823926448e-09
chr13	51348700	51352200	S1pr3	14	13	20	21	-1.07692307692308	1.05	17	3.56747860232361	0.00551930395365005
chr13	56661400	56663400	Tgfbi	15	20	15	18	1.33333333333333	1.2	17	1.01847845679609	3.80707675245791e-55
chr13	60170800	60173200	Gas1	15	20	17	16	1.33333333333333	-1.0625	17	-2.25388770228817	0
chr13	99675500	99677500	Map1b	9	14	16	29	1.55555555555556	1.8125	17	0.79161538522306	3.05500299256542e-102
chr14	18553600	18555600	Ube2e2	14	16	18	20	1.14285714285714	1.11111111111111	17	0.693896523466913	1.14889129564725e-53
chr15	12110500	12112500	Zfr	16	10	21	21	-1.6	0	17	0.263333691265271	1.45999375237604e-10
chr16	37756500	37758500	Fstl1	15	13	12	28	-1.15384615384615	2.33333333333333	17	-1.4333809836778	0
chr17	79749200	79751200	Cyp1b1	21	6	16	25	-3.5	1.5625	17	-2.04526184390362	1.88466121472775e-216
chr19	56700600	56702600	Adrb1	15	13	15	25	-1.15384615384615	1.66666666666667	17	NA	NA
chr3	14874100	14879600	Car3	19	15	16	17	-1.26666666666667	1.0625	16.75	5.18902601255073	0
chr3	41154400	41159400	Pgrmc2	14	18	18	17	1.28571428571429	-1.05882352941176	16.75	0.000314459259541816	0.995409250231785
chr3	65586300	65589700	Tiparp	21	11	16	19	-1.90909090909091	1.1875	16.75	0.0432304573000003	0.447562937026343
chr4	6678500	6680500	Tox	9	6	14	38	-1.5	2.71428571428571	16.75	-0.181756804410666	0.0276889118313793
chr4	8909100	8911100	Chd7	16	19	16	16	1.1875	0	16.75	0.717587049537961	2.5377340253613e-15
chr4	82755400	82759300	Nfib	19	10	19	19	-1.9	0	16.75	-0.489098611645261	1.07234126069711e-29
chr6	70821500	70823500	Eif2ak3	12	17	20	18	1.41666666666667	-1.11111111111111	16.75	1.17762659935483	3.19015884920368e-182
chr7	99515800	99518200	Arrb1	18	13	13	23	-1.38461538461538	1.76923076923077	16.75	0.201320653768736	0.0709723824009858
chr9	101264600	101266600	Ppp2r3a	11	20	19	17	1.81818181818182	-1.11764705882353	16.75	-0.244848595984167	0.00133641763416553
chr10	120570400	120572400	Hmga2	16	9	23	19	-1.77777777777778	-1.21052631578947	16.75	-1.91277521453309	5.47955789779938e-67
chr11	31859400	31863600	Cpeb4	7	25	19	16	3.57142857142857	-1.1875	16.75	0.58940358707066	7.31390095018724e-26
chr11	108880400	108882400	Axin2	7	17	23	20	2.42857142857143	-1.15	16.75	0.220307427410199	0.0145086591481422
chr11	117027200	117031800	Snhg20	14	10	18	25	-1.4	1.38888888888889	16.75	-0.224520561096002	0.0227344943862563
chr12	16391100	16393100	Lpin1	18	17	13	19	-1.05882352941176	1.46153846153846	16.75	0.937488654723709	8.00640376580719e-67
chr12	33975900	33977900	Twist1	14	17	15	21	1.21428571428571	1.4	16.75	-0.250255030016684	6.31006507015216e-05
chr12	78914100	78917500	Plek2	10	13	23	21	1.3	-1.0952380952381	16.75	3.2843605772301	0.0284792404007324
chr15	99614100	99616100	Aqp6	13	24	18	12	1.84615384615385	-1.5	16.75	NA	NA
chr16	50184400	50186400	Bbx	13	7	24	23	-1.85714285714286	-1.04347826086957	16.75	-0.267755639899777	3.42318818962323e-05
chr1	193666700	193670100	Mir205	10	17	21	18	1.7	-1.16666666666667	16.5	NA	NA
chr2	33443150	33445150	Zbtb34	20	8	21	17	-2.5	-1.23529411764706	16.5	-0.270907936816262	0.013135004781762
chr2	51588700	51591900	Tas2r134	15	17	21	13	1.13333333333333	-1.61538461538462	16.5	NA	NA
chr2	83708800	83711200	Itgav	9	14	22	21	1.55555555555556	-1.04761904761905	16.5	-0.436362119495054	1.93556491250066e-41
chr2	108685300	108687300	Mettl15	9	10	20	27	1.11111111111111	1.35	16.5	0.0213360338321428	0.884884172173734
chr4	41335400	41337400	Ubap1	20	10	15	21	-2	1.4	16.5	-0.158458855173337	0.0491955899036776
chr4	134298300	134303400	Pdik1l	12	8	24	22	-1.5	-1.09090909090909	16.5	0.00713323809151953	0.953978359664337
chr4	141557500	141559500	Spen	24	19	10	13	-1.26315789473684	1.3	16.5	0.458493654284169	1.74832427575946e-08
